adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks	pubfloatusd	floatdate	floataxis	floatmems
0000867773-22-000002	867773	SUNPOWER CORP	3674	US	CA	SAN JOSE	95134	51 RIO ROBLES		408-240-5500	US	CA	SAN JOSE	95134	51 RIO ROBLES		US	DE	943008969			2-ACC	0	1231	8-K	20211231			20220103	2022-01-03 16:06:00.0	0	0	spwr-20211231_htm.xml	1					
0000885978-22-000002	885978	U S PHYSICAL THERAPY INC /NV	8000	US	TX	HOUSTON	77043	1300 WEST SAM HOUSTON PARKWAY	SUITE 300	7132977000	US	TX	HOUSTON	77043	1300 WEST SAM HOUSTON PARKWAY	SUITE 300	US	NV	760364866			1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 09:39:00.0	0	0	form8-k_htm.xml	1					
0000885978-22-000004	885978	U S PHYSICAL THERAPY INC /NV	8000	US	TX	HOUSTON	77043	1300 WEST SAM HOUSTON PARKWAY	SUITE 300	7132977000	US	TX	HOUSTON	77043	1300 WEST SAM HOUSTON PARKWAY	SUITE 300	US	NV	760364866			1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 09:42:00.0	0	0	form8-k_htm.xml	1					
0000897101-22-000002	768411	CYBEROPTICS CORP	3827	US	MN	GOLDEN VALLEY	55416	5900 GOLDEN HILLS DR		763-542-5000	US	MN	GOLDEN VALLEY	55416	5900 GOLDEN HILLS DR		US	MN	411472057			4-NON	0	1231	8-K	20211231			20220103	2022-01-03 16:01:00.0	0	0	cyber211560_8k_htm.xml	1					
0000898173-22-000002	898173	O REILLY AUTOMOTIVE INC	5531	US	MO	SPRINGFIELD	65802	233 S PATTERSON AVE		417-829-5878	US	MO	SPRINGFIELD	65802	233 S PATTERSON AVE				274358837			1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 16:31:00.0	0	0	orly-20220103x8k_htm.xml	1					
0000936528-22-000002	936528	WASHINGTON FEDERAL INC	6021	US	WA	SEATTLE	98101	425 PIKE STREET		2066247930	US	WA	SEATTLE	98101	425 PIKE ST		US	WA	911661606			1-LAF	0	0930	8-K	20211231			20220103	2022-01-03 09:00:00.0	0	0	wfsl-20211231_htm.xml	1					
0000937098-22-000007	937098	TRINET GROUP, INC.	7389	US	CA	DUBLIN	94568	ONE PARK PLACE., SUITE 600		5103525000	US	CA	DUBLIN	94568	ONE PARK PLACE., SUITE 600				953359658	TRINET GROUP INC	20000306	1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 16:48:00.0	0	0	tnet-20211231_htm.xml	1					
0000950142-22-000023	1783180	CARRIER GLOBAL CORP	3585	US	FL	PALM BEACH GARDENS	33418	13995 PASTEUR BOULEVARD		5613652000	US	FL	PALM BEACH GARDENS	33418	13995 PASTEUR BOULEVARD		US	DE	834051582	CARRIER GLOBAL CORP	20190722	4-NON	0	1231	8-K	20211231			20220103	2022-01-03 16:39:00.0	0	0	eh210214187_8k_htm.xml	1					
0000950157-22-000002	1632127	CABLE ONE, INC.	4841	US	AZ	PHOENIX	85012	210 E. EARLL DRIVE		602-364-6000	US	AZ	PHOENIX	85012	210 E. EARLL DRIVE		US	DE	133060083			1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 16:52:00.0	0	0	form8-k_htm.xml	1					
0000950170-22-000003	1374535	ALTRA INDUSTRIAL MOTION CORP.	3569	US	MA	BRAINTREE	02184	300 GRANITE STREET	SUITE 201	781-917-0600	US	MA	BRAINTREE	02184	300 GRANITE STREET	SUITE 201	US	DE	611478870	ALTRA HOLDINGS, INC.	20060905	1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 07:31:00.0	0	0	aimc-20211231_htm.xml	1					
0000950170-22-000013	760498	BANCFIRST CORP /OK/	6021	US	OK	OKLAHOMA CITY	73102-8401	100 NORTH BROADWAY AVE		4052701000	US	OK	OKLAHOMA CITY	73102-8401	100 NORTH BROADWAY AVE		US	OK	731221379	UNITED COMMUNITY CORP	19890401	1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 15:48:00.0	0	0	banf-20220103_htm.xml	1					
0000950170-22-000015	1814329	ASTRA SPACE, INC.	4700	US	CA	ALAMEDA	94501	1900 SKYHAWK STREET		(866) 278-7217	US	CA	ALAMEDA	94501	1900 SKYHAWK STREET		US	DE	000000000	HOLICITY INC.	20200608	4-NON	0	1231	8-K	20211231			20220103	2022-01-03 16:15:00.0	0	0	astr-20220103_htm.xml	1					
0000950170-22-000016	1682745	VERRA MOBILITY CORP	4700	US	AZ	MESA	85201	1150 N. ALMA SCHOOL ROAD		480.443.7000	US	AZ	MESA	85201	1150 N. ALMA SCHOOL ROAD				813563824	GORES HOLDINGS II, INC.	20160819	1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 16:17:00.0	0	0	vrrm-20211230_htm.xml	1					
0000950170-22-000019	878726	TUESDAY MORNING CORP/DE	5331	US	TX	DALLAS	75240	6250 LBJ FREEWAY		972-387-3562	US	TX	DALLAS	75240	6250 LBJ FREEWAY		US	DE	752398532			2-ACC	0	0630	8-K	20211231			20220103	2022-01-03 16:32:00.0	0	0	tuem-20211231_htm.xml	1					
0000950170-22-000021	1595097	CORBUS PHARMACEUTICALS HOLDINGS, INC.	2834	US	MA	NORWOOD	02062	500 RIVER RIDGE DRIVE		617-963-0103	US	MA	NORWOOD	02062	500 RIVER RIDGE DRIVE		US	DE	464348039	SAV ACQUISITION CORP	20131220	4-NON	0	1231	8-K	20211231			20220103	2022-01-03 17:00:00.0	0	0	crbp-20220103_htm.xml	1					
0001000753-22-000002	1000753	INSPERITY, INC.	7363	US	TX	KINGWOOD	77339	19001 CRESCENT SPRINGS DR		7133588986	US	TX	KINGWOOD	77339	19001 CRESCENT SPRINGS DR		US	DE	760479645	ADMINISTAFF INC DE	19950915	1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 08:42:00.0	0	0	nsp-20220103_htm.xml	1					
0001010549-22-000002	1108645	TRICCAR INC.	1382	US	LA	SHREVEPORT	71101	220 TRAVIS STREET	SUITE 501	318-425-5000	US	LA	SHREVEPORT	71101	220 TRAVIS STREET	SUITE 501	US	NV	844250492	FRONTIER OILFIELD SERVICES INC	20120228	4-NON	0	1231	8-K	20211231			20220103	2022-01-03 17:02:00.0	0	0	triccar8k_htm.xml	1					
0001013237-22-000005	1013237	FACTSET RESEARCH SYSTEMS INC	7370	US	CT	NORWALK	06850	45 GLOVER AVENUE		2038101000	US	CT	NORWALK	06850	45 GLOVER AVENUE		US	DE	133362547			1-LAF	0	0831	10-Q	20211130	2022	Q1	20220103	2022-01-03 08:19:00.0	0	1	fds-20211130_htm.xml	1					
0001039828-22-000002	1039828	AMERICAN EQUITY INVESTMENT LIFE HOLDING CO	6311	US	IA	WEST DEMOINES	50266	6000 WESTOWN PARKWAY		5152210002	US	IA	WEST DES MOINES	50266	6000 WESTOWN PARKWAY		US	IA	421447959			1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 06:56:00.0	0	0	ael-20211229_htm.xml	1					
0001048268-22-000002	1048268	IES HOLDINGS, INC.	1731	US	TX	HOUSTON	77056	5433 WESTHEIMER	SUITE 500	7138601500	US	TX	HOUSTON	77056	5433 WESTHEIMER	SUITE 500	US	DE	760542208	INTEGRATED ELECTRICAL SERVICES, INC.	20150106	2-ACC	0	0930	8-K	20211231			20220103	2022-01-03 07:50:00.0	0	0	iesc-20220103_htm.xml	1					
0001062993-22-000016	1539680	HAMMER FIBER OPTICS HOLDINGS CORP	4899	US	FL	SARASOTA	34240	6151 LAKE OSPREY DRIVE		844-413-2600	US	FL	SARASOTA	34240	6151 LAKE OSPREY DRIVE		US	NV	981032170	TANARIS POWER HOLDINGS INC.	20150310	4-NON	0	0731	8-K	20211231			20220103	2022-01-03 11:17:00.0	0	0	form8k_htm.xml	1					
0001062993-22-000073	1385849	ENERGY FUELS INC	1400	US	CO	LAKEWOOD	80228	225 UNION BLVD., SUITE 600		303-974-2140	US	CO	LAKEWOOD	80228	225 UNION BLVD., SUITE 600		CA	ON	000000000			4-NON	0	1231	8-K	20211231			20220103	2022-01-03 16:53:00.0	0	0	form8k_htm.xml	1					
0001079973-22-000003	1167419	RIOT BLOCKCHAIN, INC.	7374	US	CO	CASTLE ROCK	80109	3855 AMBROSIA STREET, SUITE 301		303-794-2000	US	CO	CASTLE ROCK	80109	3855 AMBROSIA STREET, SUITE 301		US	NV	841553387	BIOPTIX, INC.	20161201	4-NON	0	1231	8-K	20211231			20220103	2022-01-03 16:33:00.0	0	0	riot_8k_htm.xml	1					
0001104659-21-154826	910267	TITAN PHARMACEUTICALS INC	2836	US	CA	SAN FRANCISCO	94080	400 OYSTER POINT BLVD	SUITE 505	6502444990	US	CA	SAN FRANCISCO	94080	400 OYSTER POINT BLVD	SUITE 505	US	DE	943171940			4-NON	0	1231	8-K	20211231			20220103	2021-12-30 18:44:00.0	0	0	tm2136659d1_8k_htm.xml	1					
0001104659-21-154834	1840877	ANZU SPECIAL ACQUISITION CORP I	6770	US	FL	TAMPA	33626	12610 RACE TRACK ROAD	SUITE 250	(813) 917-7733	US	FL	TAMPA	33626	12610 RACE TRACK ROAD	SUITE 250			861369123			4-NON	0	1231	10-Q/A	20210930	2021	Q3	20220103	2021-12-30 20:07:00.0	0	1	anzuu-20210930x10qa_htm.xml	1					
0001104659-21-154835	1682220	SACHEM CAPITAL CORP.	6798	US	CT	BRANFORD	06405	698 MAIN STREET		2034334736	US	CT	BRANFORD	06405	698 MAIN STREET		US	NY	813467779			4-NON	0	1231	8-K	20211231			20220103	2021-12-30 20:10:00.0	0	0	tm2136601d1_8k_htm.xml	1					
0001104659-22-000009	1307954	HUNTSMAN CORP	2800	US	TX	THE WOODLANDS	77380	10003 WOODLOCH FOREST DRIVE		(281) 719-6000	US	TX	THE WOODLANDS	77380	10003 WOODLOCH FOREST DRIVE		US	DE	421648585			1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 06:03:00.0	0	0	tm221273d1_8k_htm.xml	1					
0001104659-22-000019	1526113	GLOBAL NET LEASE, INC.	6798	US	NY	NEW YORK	10019	650 FIFTH AVE	30TH FLOOR	212-415-6500	US	NY	NEW YORK	10019	650 FIFTH AVE	30TH FLOOR			452771978	AMERICAN REALTY CAPITAL GLOBAL TRUST, INC.	20120810	1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 06:06:00.0	0	0	tm2135663d2_8k_htm.xml	1					
0001104659-22-000021	1568162	AMERICAN FINANCE TRUST, INC	6798	US	NY	NEW YORK	10019	650 FIFTH AVE	30TH FLOOR	212-415-6500	US	NY	NEW YORK	10019	650 FIFTH AVE	30TH FLOOR	US	MD	900929989	AMERICAN REALTY CAPITAL TRUST V, INC.	20130129	1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 06:07:00.0	0	0	tm2135658d2_8k_htm.xml	1					
0001104659-22-000023	1595527	NEW YORK CITY REIT, INC.	6798	US	NY	NEW YORK	10019	650 FIFTH AVE	30TH FLOOR	2124156500	US	NY	NEW YORK	10019	650 FIFTH AVE	30TH FLOOR	US	MD	464380248	AMERICAN REALTY CAPITAL NEW YORK CITY REIT, INC.	20140226	4-NON	0	1231	8-K	20211231			20220103	2022-01-03 06:08:00.0	0	0	tm2135671d1_8k_htm.xml	1					
0001104659-22-000026	1561032	HEALTHCARE TRUST, INC.	6798	US	NY	NEW YORK	10019	650 FIFTH AVENUE	30TH FLOOR	212-415-6500	US	NY	NEW YORK	10019	650 FIFTH AVENUE	30TH FLOOR	US	MD	383888962	AMERICAN REALTY CAPITAL HEALTHCARE TRUST II, INC.	20121025	4-NON	0	1231	8-K	20211231			20220103	2022-01-03 06:09:00.0	0	0	tm2135669d2_8k_htm.xml	1					
0001104659-22-000031	1592057	ENVIVA INC.	2400	US	MD	BETHESDA	20814	7272 WISCONSIN AVE.	SUITE 1800	(301) 657-5560	US	MD	BETHESDA	20814	7272 WISCONSIN AVE.	SUITE 1800	US	MD	464097730	ENVIVA PARTNERS, LP	20131114	1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 06:12:00.0	0	0	tm2136608d2_8k_htm.xml	1					
0001104659-22-000101	895051	CASI PHARMACEUTICALS, INC.	2836	US	MD	ROCKVILLE	20850	9620 MEDICAL CENTER DR	STE 300	240-864-2600	US	MD	ROCKVILLE	20850	9620 MEDICAL CENTER DR	STE 300	US	DE	581959440	ENTREMED INC	19960415	4-NON	0	1231	8-K	20211231			20220103	2022-01-03 07:01:00.0	0	0	tm2135893d1_8k_htm.xml	1					
0001104659-22-000102	1805087	CAPSTAR SPECIAL PURPOSE ACQUISITION CORP.	2834	US	TX	AUSTIN	78701	405 WEST 14TH STREET		512-619-2922	US	TX	AUSTIN	78701	405 WEST 14TH STREET		US	DE	844730610			4-NON	0	1231	8-K	20211231			20220103	2022-01-03 07:02:00.0	0	0	tm2136658d1_8k_htm.xml	1					
0001104659-22-000121	1037676	ARCH RESOURCES, INC.	1221	US	MO	ST LOUIS	63141	CITY PLACE ONE STE 300	ARCH MINERAL CORP	3149942700	US	MO	CREVE COEUR	63141	CITYPLACE ONE SUITE 300	ARCH MINERAL CORP	US	DE	430921172	ARCH COAL INC	19970715	2-ACC	0	1231	8-K	20211231			20220103	2022-01-03 07:16:00.0	0	0	tm2135978d1_8k_htm.xml	1					
0001104659-22-000124	1674365	APTINYX INC.	2834	US	IL	EVANSTON	60201	1801 MAPLE AVENUE	SUITE 4300	847-871-0377	US	IL	EVANSTON	60201	909 DAVIS STREET	SUITE 600	US	DE	474626057			4-NON	0	1231	8-K	20211231			20220103	2022-01-03 07:31:00.0	0	0	tm221274d1_8k_htm.xml	1					
0001104659-22-000142	1834376	INNOVAGE HOLDING CORP.	8000	US	CO	DENVER	80230	8950 E. LOWRY BOULEVARD		(303) 869-4664	US	CO	DENVER	80230	8950 E. LOWRY BOULEVARD		US	DE	810710819	TCO GROUP HOLDINGS, INC.	20201201	4-NON	0	0630	8-K	20211231			20220103	2022-01-03 08:13:00.0	0	0	tm2136615d1_8k_htm.xml	1					
0001104659-22-000145	1411688	CONTAINER STORE GROUP, INC.	5700	US	TX	COPPELL	75019	500 Freeport Parkway		972-538-6000	US	TX	Coppell	75019	500 Freeport Parkway				260565401	TCS HOLDINGS, INC.	20120611	2-ACC	0	0331	8-K	20211231			20220103	2022-01-03 08:14:00.0	0	0	tm2136573d1_8k_htm.xml	1					
0001104659-22-000154	1038074	SILICON LABORATORIES INC.	3674	US	TX	AUSTIN	78701	400 W CESAR CHAVEZ		5124168500	US	TX	AUSTIN	78701	400 W CESAR CHAVEZ		US	DE	742793174	SILICON LABORATORIES INC	20000105	1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 08:27:00.0	0	0	tm2136522d1_8k_htm.xml	1					
0001104659-22-000158	1526243	PERPETUA RESOURCES CORP.	1040	US	ID	BOISE	83702	405 S. 8TH STREET		208-901-3060	US	ID	BOISE	83702	405 S. 8TH STREET		CA	BC	000000000	MIDAS GOLD CORP.	20110720		0	1231	8-K	20211231			20220103	2022-01-03 08:33:00.0	0	0	tm2135611d1_8k_htm.xml	1					
0001104659-22-000161	1411579	AMC ENTERTAINMENT HOLDINGS, INC.	7830	US	KS	LEAWOOD	66211	ONE AMC WAY	11500 ASH STREET	913-213-2000	US	KS	LEAWOOD	66211	ONE AMC WAY	11500 ASH STREET	US	DE	260303916			2-ACC	0	1231	8-K	20211231			20220103	2022-01-03 08:45:00.0	0	0	tm2136550d1_8k_htm.xml	1					
0001104659-22-000162	1052054	EVOLVING SYSTEMS INC	7371	US	CO	ENGLEWOOD	80112	9800 PYRAMID COURT, SUITE 400		3038021000	US	CO	ENGLEWOOD	80112	9800 PYRAMID COURT, SUITE 400		US	DE	841010843			4-NON	0	1231	8-K	20211231			20220103	2022-01-03 08:46:00.0	1	0	tm221276d1_8k_htm.xml	1					
0001104659-22-000163	1620179	EXELA TECHNOLOGIES, INC.	7389	US	TX	IRVING	75061	2701 EAST GRAUWYLER RD.		844-935-2832	US	TX	IRVING	75061	2701 EAST GRAUWYLER RD.		US	DE	471347291	QUINPARIO ACQUISITION CORP. 2	20140922	4-NON	0	1231	8-K	20211231			20220103	2022-01-03 08:50:00.0	0	0	tm221280d1_8k_htm.xml	1					
0001104659-22-000167	1630805	BABCOCK & WILCOX ENTERPRISES, INC.	3433	US	OH	AKRON	44305	1200 E. MARKET STREET, SUITE 650		3308606205	US	OH	AKRON	44305	1200 E. MARKET STREET, SUITE 650		US	DE	472783641			4-NON	0	1231	8-K	20211231			20220103	2022-01-03 09:05:00.0	0	0	tm2136685d1_8k_htm.xml	1					
0001104659-22-000170	708955	FIRST FINANCIAL BANCORP /OH/	6021	US	OH	CINCINNATI	45202	255 EAST FIFTH STREET	SUITE 800	8773229530	US	OH	CINCINNATI	45202	255 EAST FIFTH STREET	SUITE 800	US	OH	311042001			1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 09:14:00.0	0	0	tm2136686d1_8k_htm.xml	1					
0001104659-22-000201	1055160	MFA FINANCIAL, INC.	6798	US	NY	NEW YORK	10022	350 PARK AVENUE	20TH FL	2122076400	US	NY	NEW YORK	10022	350 PARK AVE	20TH FLOOR	US	MD	133974868	MFA MORTGAGE INVESTMENTS	20020809	1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 10:09:00.0	0	0	tm2136667d1_8k_htm.xml	1					
0001104659-22-000385	857855	UNITED COMMUNITY BANKS INC	6022	US	GA	BLAIRSVILLE	30512	P O BOX 398, 59 HIGHWAY 515		5818073041	US	GA	BLAIRSVILLE	30512	P O BOX 398	HIGHWAY 515	US	GA	581807304	UNION BANCSHARES INC /GA/	19600201	1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 16:01:00.0	0	0	tm221295d1_8k_htm.xml	1					
0001104659-22-000386	1687187	RAMACO RESOURCES, INC.	1220	US	KY	LEXINGTON	40507	250 WEST MAIN STREET	SUITE 1800	(859) 244-7455	US	KY	LEXINGTON	40507	250 WEST MAIN STREET	SUITE 1800	US	DE	000000000			4-NON	0	1231	8-K	20211231			20220103	2022-01-03 16:01:00.0	0	0	tm2136473d1_8k_htm.xml	1					
0001104659-22-000400	1038074	SILICON LABORATORIES INC.	3674	US	TX	AUSTIN	78701	400 W CESAR CHAVEZ		5124168500	US	TX	AUSTIN	78701	400 W CESAR CHAVEZ		US	DE	742793174	SILICON LABORATORIES INC	20000105	1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 16:13:00.0	0	0	tm2136522d2_8k_htm.xml	1					
0001104659-22-000403	1423221	QUANEX BUILDING PRODUCTS CORP	3350	US	TX	HOUSTON	77027	1800 WEST LOOP SOUTH	SUITE 1500	7139614600	US	TX	HOUSTON	77027	1800 WEST LOOP SOUTH	SUITE 1500	US	DE	261561397			1-LAF	0	1031	8-K	20211231			20220103	2022-01-03 16:15:00.0	0	0	tm2136684d1_8k_htm.xml	1					
0001104659-22-000404	1849408	ZIMMER ENERGY TRANSITION ACQUISITION CORP.	6770	US	NY	NEW YORK	10019	9 WEST 57TH STREET	33RD FLOOR	212-440-0749	US	NY	NEW YORK	10019	9 WEST 57TH STREET	33RD FLOOR	US	DE	000000000			4-NON	0	1231	8-K	20211231			20220103	2022-01-03 16:15:00.0	0	0	tm2136623d1_8k_htm.xml	1					
0001104659-22-000409	1166003	XPO LOGISTICS, INC.	4700	US	CT	GREENWICH	06831	FIVE AMERICAN LANE		(855) 976-6951	US	CT	GREENWICH	06831	FIVE AMERICAN LANE				030450326	EXPRESS-1 EXPEDITED SOLUTIONS INC	20060606	1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 16:18:00.0	0	0	tm2136545d1_8k_htm.xml	1					
0001104659-22-000417	1679049	INTERNATIONAL SEAWAYS, INC.	4400	US	NY	NEW YORK	10016	600 THIRD AVENUE	39TH FLOOR	2129534100	US	NY	NEW YORK	10016	600 THIRD AVENUE	39TH FLOOR	MH		980467117	OSG INTERNATIONAL, INC	20160707	2-ACC	0	1231	8-K	20211231			20220103	2022-01-03 16:30:00.0	0	0	tm2136677d1_8k_htm.xml	1					
0001104659-22-000418	86312	TRAVELERS COMPANIES, INC.	6331	US	MN	SAINT PAUL	55102	385 WASHINGTON ST		6513107911	US	NY	NEW YORK	10017-2630	485 LEXINGTON AVENUE		US	MN	410518860	ST PAUL TRAVELERS COMPANIES INC	20040401	1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 16:30:00.0	0	0	tm2136395d1_8k_htm.xml	1					
0001104659-22-000429	1730430	KINIKSA PHARMACEUTICALS, LTD.	2834	BM		HAMILTON	HM11	CLARENDON HOUSE	2 CHURCH STREET	7814399100	BM		HAMILTON	HM11	CLARENDON HOUSE	2 CHURCH STREET	BM		000000000			1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 16:39:00.0	0	0	tm2136470d1_8k_htm.xml	1					
0001104659-22-000492	317788	DIGITAL TURBINE, INC.	6794	US	TX	AUSTIN	78701	111 NUECES STREET		(512) 387-7717	US	TX	AUSTIN	78701	111 NUECES STREET		US	DE	222267658	MANDALAY DIGITAL GROUP, INC.	20120207	1-LAF	0	0331	8-K	20211231			20220103	2022-01-03 17:29:00.0	0	0	tm221346d1_8k_htm.xml	1					
0001108426-22-000003	1108426	PNM RESOURCES INC	4911	US	NM	ALBUQUERQUE	87102-3289	414 SILVER AVE. SW		5052412700	US	NM	ALBUQUERQUE	87102-3289	414 SILVER AVE. SW	ATTN: MS 0905 - CATHY MARTINEZ	US	NM	850019030	MANZANO CORP	20000303	1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 17:15:00.0	0	0	pnm-20220103_htm.xml	1					
0001109357-22-000001	1109357	EXELON CORP	4931	US	IL	CHICAGO	60680-5398	PO BOX 805398		3123947399	US	IL	CHICAGO	60680-5398	PO BOX 805398		US	PA	232990190	EXELON CORP	20180928	1-LAF	0	1231	8-K	20211231			20220103	2022-01-03 10:11:00.0	0	0	exc-20220103_htm.xml	3	1168165 1868275				
0001140361-22-000059	1797768	KINNATE BIOPHARMA INC.	2834	US	CA	SAN DIEGO	92130	11975 EL CAMINO REAL, STE 101		8582994699	US	CA	SAN DIEGO	92130	11975 EL CAMINO REAL, STE 101		US	DE	824566526			4-NON	0	1231	8-K	20211231			20220103	2022-01-03 08:58:00.0	0	0	ny20001521x2_8k_htm.xml	1					
