dimhash	segments	segt
0xaff49d53012fa8fe16e4b169dde56fd7	EquityComponents=RetainedEarnings;	0
0xf1a3f7ab0ed5cabeb17982b56e2bd348	FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;	0
0x036f596a0763d5dbb2219ee8f14552e5	EquityComponents=MemberUnits;	0
0x07dd0d3c9999c58512ae9277ac91fa33	EquityComponents=AdditionalPaidInCapital;TitleOfIndividual=Director;	0
0x09e42e23e93013498ba4d70bc7c1e350	EquityComponents=Parent;	0
0x14d6b2b91dba37eb6c38dbd53e450e10	PropertySubjectToOrAvailableForOperatingLease=PropertySubjectToOperatingLease;	0
0x28572cec2418d30c5c4ebcf937b84089	ConsolidationItems=CorporateNonSegment;	0
0x33e5220c0337ff7545cb7cf8fe62e949	TitleOfIndividual=Director;	0
0x360c165bfd3f8661372002138175e4ca	PropertyPlantAndEquipmentByType=MachineryAndEquipment;	0
0x58436f3c740be87a8e22e9c71b144d99	IncomeStatementLocation=GeneralAndAdministrativeExpense;	0
0x695ede95b63de800e4adf6c6a8454da5	ConsolidationItems=IntersegmentElimination;	0
0x6bf6cb1a218e4f1508c9de6ba98e1ba9	AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareByAntidilutiveSecurities=StockOption;	0
0x73d26a2360140bf4de73f2df6c744dc4	IncomeStatementLocation=OtherNonoperatingIncomeExpense;	0
0x7d66a222ef1b0cc5909929d2a57acdf1	AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareByAntidilutiveSecurities=ConvertibleDebtSecurities;	0
0x8711cd772507bd289aca6f8ea8c077bb	AwardType=RestrictedStock;Range=Maximum;	0
0x908929f860f29847ac84970757c0d64d	PropertyPlantAndEquipmentByType=MachineryAndEquipment;Range=Minimum;	0
0xa19df5d80577f90101186faa5e65ce98	PropertyPlantAndEquipmentByType=Land;	0
0xa8cf7583f8db1a8bb7a4789903624f1e	PropertyPlantAndEquipmentByType=BuildingAndBuildingImprovements;	0
0xc7ecc78075f6e627dca798a0f46cabf7	AwardType=RestrictedStock;	0
0xc8d72ca3b1c7d0d1e4e9c6065cdb907c	PropertyPlantAndEquipmentByType=Building;	0
0xc915009e2fc51e5b97e501fef42c4f14	PropertyPlantAndEquipmentByType=MachineryAndEquipment;Range=Maximum;	0
0xe603af0da7e8bf71da7dc972d0209e1c	AwardType=RestrictedStock;Range=Minimum;	0
0xf03488e5303840b46dd7b3df3b4e1e0b	TitleOfIndividual=Officer;	0
0xfd8319217ad36e5fd7f516f079f2996c	PropertyPlantAndEquipmentByType=LandAndLandImprovements;	0
0xff563f3dc6fca905aff43b2c144e121a	LossContingenciesByNatureOfContingency=IndemnificationGuarantee;	0
0x01a79b64905b0cefcb0c8bb9f28870f5	PropertyPlantAndEquipmentByType=SoftwareAndSoftwareDevelopmentCosts;	0
0x057e25ede9227694831dc08fb5f5d154	PropertyPlantAndEquipmentByType=FurnitureAndFixtures;	0
0x2961d79750b06507c7762d6c37b757c3	AwardType=PhantomShareUnitsPSUs;	0
0x4ffa1d530c4685689f00497be9387a68	DerivativeInstrumentRisk=InterestRateContract;	0
0x6751cf0df1725f417275aafd8ac94e8a	BalanceSheetLocation=OtherCurrentLiabilities;HedgingDesignation=Nondesignated;	0
0x7be7e56fb8da76fd2094ff5c34b09be3	PropertyPlantAndEquipmentByType=LeaseholdImprovements;	0
0x8599c334fa57e978b11dd743031d8406	PropertyPlantAndEquipmentByType=OtherCapitalizedPropertyPlantAndEquipment;	0
0xa5bb13c335368b6712debeb9a7fa18d6	PropertyPlantAndEquipmentByType=OfficeEquipment;	0
0xb9cbe85c7ebb6f47e8764d0850954e07	DerivativeInstrumentRisk=InterestRateContract;HedgingDesignation=DesignatedAsHedgingInstrument;	0
0xbb69501dad642161b50fb7f3c1afb534	DerivativeInstrumentRisk=InterestRateContract;HedgingDesignation=Nondesignated;	0
0xc0621a194594b5d9fa19669475330517	BusinessSegments=CorporateAndOther;	0
0xd64cc9e64a640ef37dd430b69825621d	HedgingDesignation=DesignatedAsHedgingInstrument;	0
0xa183304649ccf00ddf57a18af6c738ff	DebtInstrument=ConvertibleDebt;	0
0x3b1553d879b3eb28261644a7ed663977	FiniteLivedIntangibleAssetsByMajorClass=CustomerRelationships;	0
0x5632f2dd1f41b1c49066cdaa6de569dc	IndefiniteLivedIntangibleAssetsByMajorClass=Trademarks;	0
0x959c49da632684ff1cb1cdcc5233bb89	Dividends=DividendDeclared;SubsequentEventType=SubsequentEvent;	0
0xb9423c4397af54b4437725936c2d45d2	PropertyPlantAndEquipmentByType=ConstructionInProgress;	0
0xd7628a05b0cf873c8076ae8f5a9e94d9	FiniteLivedIntangibleAssetsByMajorClass=InProcessResearchAndDevelopment;	0
0x37b52b4d03c4db80ca9a517b2f726aaa	Dividends=DividendDeclared;	0
0x0d1daac72f340b14f8353f7d15355f74	FiniteLivedIntangibleAssetsByMajorClass=DevelopedTechnologyRights;	0
0x2c9aaf8c42e6bcb036863ac38e4408f2	Geographical=Asia;	0
0x40c8e1c09bc5dc6d08f70a81843ad67e	Geographical=JP;	0
0x41bddd14f18b11694d597cc93d35367e	ConcentrationRiskByType=CreditConcentrationRisk;	0
0x43b4369f03e0429129d180502f70493f	Geographical=Americas;	0
0x46ba998d4c4647a5cbf34f16e3ab34a2	Geographical=AsiaPacific;	0
0x6a38719a1a103b653baa823273f460c8	Geographical=US;	0
0x73ad6633dbe755d3e637e16a932853bc	ValuationAllowancesAndReservesType=ValuationAllowanceOfDeferredTaxAssets;	0
0x8385f2982f2da59b53afe7a5bae64254	Geographical=TW;	0
0x97fba1e06862e173769b740669daa884	Geographical=KR;	0
0xa0f835c69d2115d529fe1aa84c96dd7b	IncomeTaxAuthority=CA;	0
0xaaab843c4bba3aa89d10efee0615d910	IncomeTaxAuthority=StateAndLocalJurisdiction;	0
0xbd63ca5bb744222b9e9d296ab6399f44	IncomeTaxAuthority=ForeignCountry;	0
0xbfbf38c70572bdebaf90ae354dd12299	Geographical=EMEA;	0
0xc544d6d43acddefaace02e2609adade5	Geographical=CN;	0
0xcc42eace159d8df8a6d036ce590bbede	IncomeTaxAuthority=US;	0
0xe50337e5d34b958c2af9a297b13b52bf	Geographical=SG;	0
0xeaba12673ea5d77662ff6479cae7750d	Geographical=MX;	0
0xf9305552911c0aeaab832e4548f10d78	AwardType=EmployeeStock;	0
0x3086c5130b232ed74783fa57837bada1	Range=WeightedAverage;	0
0x8f4396180d82904fe02f3c4d88767961	LongtermDebtType=RevolvingCreditFacility;	0
0xa2f70ec62944848eb05b63935ebef3ad	FairValueByMeasurementBasis=EstimateOfFairValueFairValueDisclosure;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;	0
0xb8e3a0cec348466fd3373dcc7aaa72ef	EquityComponents=Warrant;	0
0xdc69dcf3bff54c820ca658b94d834a8c	Range=Maximum;SubsequentEventType=SubsequentEvent;	0
0x00d8f53b21f2d57c52a825c5eeaf1165	PropertyPlantAndEquipmentByType=BuildingAndLeaseholdImprovements;Range=Minimum;	0
0x0f2d46bca871d0f55152c0760a17d222	PropertyPlantAndEquipmentByType=OfficeEquipment;Range=Maximum;	0
0x1b4c7f25984c2c17a8d4fa087662d069	FiniteLivedIntangibleAssetsByMajorClass=CustomerLists;	0
0x2526bc7dc2bf46ed576b33f2c9a17b77	FiniteLivedIntangibleAssetsByMajorClass=NoncompeteAgreements;	0
0x6832404e7d497b3cb1d9ded78a4d6b11	FiniteLivedIntangibleAssetsByMajorClass=TradeNames;	0
0x775cd967a492253488f8a7156ec7fed8	PropertyPlantAndEquipmentByType=OfficeEquipment;Range=Minimum;	0
0x78333ec4695b3ff91cb3ccbc4705df23	PropertyPlantAndEquipmentByType=BuildingAndLeaseholdImprovements;	0
0x8706d5d9504f174be3a9f33431ea830b	PropertyPlantAndEquipmentByType=BuildingAndLeaseholdImprovements;Range=Maximum;	0
0xaf9587a426631c7c1190e48a728e5075	FiniteLivedIntangibleAssetsByMajorClass=NoncompeteAgreements;Range=Minimum;	0
0xd016e0706d47416f7f40b1add8b2ac72	PropertyPlantAndEquipmentByType=Equipment;	0
0xf387e64da75df629a0aa2980cc881542	FiniteLivedIntangibleAssetsByMajorClass=NoncompeteAgreements;Range=Maximum;	0
0x25db887fa21fa218bd4783e9db5afa57	ClassOfStock=SeriesBPreferredStock;	0
0x444052a471a5570b5440343ac5b604b2	EquityComponents=AccumulatedNetUnrealizedInvestmentGainLoss;	0
0x64aab115e615b3ad72099cbe43ef2567	ClassOfStock=CommonClassA;	0
0x79f3e7f88c5e363ed833fcb2fd55b53c	Geographical=CA;	0
0x7cda298069b80b29c041c6b3efee0f96	ConsolidationItems=ConsolidationEliminations;	0
0x7eedfc052bff7b87799c3b48a5a1552b	EquityComponents=AccumulatedNetGainLossFromDesignatedOrQualifyingCashFlowHedges;	0
0xd253285b8c2daa9f6365f8cddc9d9fef	ClassOfStock=SeriesAPreferredStock;	0
0xd3f5c73431cd79704f7c373d11ccf0dd	EquityComponents=AccumulatedDefinedBenefitPlansAdjustment;	0
0xdd10770de2537b8b0dae431b0e6bb889	EquityComponents=AccumulatedTranslationAdjustment;	0
0x7d58f0e28a3b0dd6c7eeabcd3939492d	InvestmentType=PolicyLoans;	0
0x7fc1a0aefcc1862a32ea2de25fcb6e0a	InvestmentType=ShortTermInvestments;	0
0xcff70547ff37b2839a9e51dfa3f04bd2	InvestmentType=FixedMaturities;	0
0xceb1b91421f4819d834786507997ace6	LongtermDebtType=Mortgages;	0
0x3932261d897507376b3c86e3b2223210	DebtInstrument=SecuredDebt;	0
0x5bc24331915bbe905773b3e45df23166	AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareByAntidilutiveSecurities=RestrictedStock;	0
0x7e4fde89ed69a56796e27d583810ab50	IncomeTaxAuthority=InternalRevenueServiceIRS;Range=Minimum;	0
0x9ab1dded7cdb67ba50a26b2d5cadf068	IncomeTaxAuthority=InternalRevenueServiceIRS;Range=Maximum;	0
0xa0cbd7b5062e541b1408641dfde75ac2	DebtInstrument=NotesPayableOtherPayables;	0
0xc509c4ed6cd69a8bfa5ef63f5c7e3162	DebtInstrument=SeniorNotes;	0
0xd1a8b3e69f0afe22bf8cb2dd26e106bd	AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareByAntidilutiveSecurities=EmployeeStockOption;	0
0xd93533b01aa8bc5fa6fac9dc2a453531	DerivativeInstrumentsGainLossByHedgingRelationship=FairValueHedging;	0
0x33c7717220dec75e703a818785851223	ShortTermDebtType=CommercialPaper;	0
0x0019bcbba9b021ae888eb2d43caaf3fd	DerivativeInstrumentRisk=CurrencySwap;DerivativeInstrumentsGainLossByHedgingRelationship=CashFlowHedging;	0
0x05126c0d09aca65aba8f56a83a7c4723	BusinessSegments=Corporate;	0
0x17d6846a39c190b788567dd1ac4a520f	ConcentrationRiskByBenchmark=LiabilitiesTotal;	0
0x2a01500eefa98919700bd770772424cd	DebtInstrument=LongTermDebt;	0
0x341c09f8aa4742f9970bcf95292bdf8c	DerivativeInstrumentsGainLossByHedgingRelationship=Nondesignated;	0
0x3b29a79c2e1d13325401bcbd9f221302	BalanceSheetLocation=OtherLiabilities;	0
0x3b42ee02140ba4d6c83a3aa41f292bd5	DerivativeInstrumentRisk=CreditDefaultSwap;	0
0x3e1c9040c379d7d5969ee220a6eb6502	CreditFacility=LineOfCredit;	0
0x42c942560bf16c5c7973715d1209a49d	DerivativeInstrumentRisk=InterestRateSwap;	0
0x4432cfbf57c037271aaa4afa7edd4550	BalanceSheetLocation=OtherAssets;	0
0x444616af545faa2e4d7161775deb383d	ReclassificationOutOfAccumulatedOtherComprehensiveIncome=ReclassificationOutOfAccumulatedOtherComprehensiveIncome;	0
0x677172e55ea111795e75269e8b026626	DerivativeInstrumentRisk=InterestRateSwap;FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;	0
0x740038d0963835011a148dd6234b4b00	DerivativeInstrumentRisk=ForeignExchangeForward;FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;	0
0x747f4e5362362951e70f8cbc263d64c4	DerivativeInstrumentRisk=ForeignExchangeForward;	0
0x78f7b4548282bd21bbf4f7989cbbbc27	DerivativeInstrumentRisk=InterestRateSwap;DerivativeInstrumentsGainLossByHedgingRelationship=CashFlowHedging;	0
0x806c4d75e72b8adfa024984fe044cada	ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansByExercisePriceRange=Range2;	0
0x8999924f49636d99cd95464019008e29	ShareRepurchaseProgram=ShareRepurchaseProgram;	0
0x93f28bc50f63017358ef8ce6a748fef2	DerivativeInstrumentRisk=CurrencySwap;DerivativeInstrumentsGainLossByHedgingRelationship=NetInvestmentHedging;	0
0x9c0eff7b7aecba21edf69472eaf6916b	DerivativeInstrumentsGainLossByHedgingRelationship=NetInvestmentHedging;	0
0xb2dba95c22f139ff44bd623f16455b50	DerivativeInstrumentRisk=ForeignExchangeForward;FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;	0
0xb5a647ac1ba1be8d84b23bd57f8deb47	MajorPropertyClass=FurnitureAndFixtures;Range=Maximum;	0
0xbbc08b20c9ec5682596b67d9245d4fc7	ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansByExercisePriceRange=Range1;	0
0xca809a4c4c557ee788833523bd283114	DerivativeInstrumentRisk=CurrencySwap;FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;	0
0xcce915fcfa149927fb54e8b5f2c7b30b	DerivativeInstrumentRisk=ForeignExchangeOption;FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;	0
0xcfd40963f8c40d09fd059ebadbf08a5b	DerivativeInstrumentRisk=ForeignExchangeOption;	0
0xda0bfece48772f79f1fc2a536cf57cd1	InvestmentType=CorporateBondSecurities;	0
0xdcfe180257fb2b2dbf282506aa3d031f	DerivativeInstrumentRisk=CurrencySwap;	0
0xdfec5260d4f917a4a9ebed5286c29719	InvestmentType=EquitySecurities;	0
0xedf530e04b049bd479e5bb6fb1d8b8b5	DerivativeInstrumentRisk=InterestRateSwaption;	0
0xfe361f870759873312e7c31646213c06	ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansByExercisePriceRange=Range3;	0
0x3994b4f7bce5bf5beb76daf9029b2424	FinancialInstrument=SovereignDebt;	0
0x528f2d10b2632a2c206514913c05c439	FinancialInstrument=ForeignGovernmentDebtSecurities;	0
0x8a65a798158d5224d23c1fff5b4e603b	FinancialInstrument=CorporateDebtSecurities;	0
0x95757e7c0ad821b9121ab146ef6e9642	AssetsSoldUnderAgreementsToRepurchaseMaturityPeriods=MaturityUpTo30Days;	0
0x0c6dcc1caecc1a77cbfd2747ff05f638	FairValueByLiabilityClass=DerivativeFinancialInstrumentsLiabilities;	0
0x12362a4a24f7233c9327a89d4d423c2f	DerivativeInstrumentRisk=CommodityContract;FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;	0
0x13d62b3834ea4e63f1b854af78780e83	DerivativeInstrumentRisk=EmbeddedDerivativeFinancialInstruments;HedgingDesignation=Nondesignated;	0
0x1b26a3c3f14a94a509d8de8e02728390	DerivativeInstrumentRisk=InterestRateContract;FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;	0
0x2b2b90b3616cea3cb596220be938dabe	Geographical=PA;	0
0x3426a15e1a08cd8908886ac1b7400e14	DerivativeInstrumentRisk=ForeignExchangeContract;HedgingDesignation=Nondesignated;	0
0x351d948868cd9071994c14d410d27ac3	HedgingDesignation=Nondesignated;	0
0x3d2eed3826f9696c8bf6c7ba36bd4bf8	InvestmentType=PrivateEquityFunds;	0
0x54ce3dbe7317526a7e4be8661c9248b7	FairValueByAssetClass=CommercialMortgageBackedSecurities;FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;	0
0x663e03224be716656f7196bd59de0f1d	PropertyPlantAndEquipmentByType=FurnitureAndEquipment;Range=Maximum;	0
0x71ec94e860aeab6c0355d8b7c2600d56	FairValueByAssetClass=CorporateDebtSecurities;FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;	0
0x77cd7d1987a4fe38499b5bd74698a048	DerivativeInstrumentRisk=CommodityContract;HedgingDesignation=Nondesignated;	0
0x79a2cd7f6eaf4c6d947a18166612e4e4	InvestmentType=HedgeFundsEquityLongShort;	0
0x8179f59122aad807def148e4131df70d	DerivativeInstrumentRisk=OtherContract;HedgingDesignation=Nondesignated;	0
0x8de7c48f46224ca90a2c58b6909b4c16	IncomeTaxAuthority=DomesticCountry;	0
0x8df018f626846d5296528764b44e9557	DerivativeInstrumentRisk=EmbeddedDerivativeFinancialInstruments;	0
0x936bcbc81554545ee17b75fbc8cf05b6	DerivativeInstrumentRisk=ForeignExchangeContract;FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;	0
0xa8a5325915f8f883f274af88d6901f8d	FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FairValueByMeasurementFrequency=FairValueMeasurementsNonrecurring;	0
0xbab9d81061a936670d1d67f2f1c592a4	FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;FairValueByMeasurementFrequency=FairValueMeasurementsNonrecurring;	0
0xbd11c885363e21236e84fafd1fe31038	DerivativeInstrumentRisk=ForeignExchangeContract;FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;	0
0xc3d0d451bf550ab061ea29a699c70c7b	DerivativeInstrumentRisk=InterestRateContract;FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;	0
0xc52721c8062bda2f9e3af83c5f94ca6c	FairValueByAssetClass=ResidentialMortgageBackedSecurities;FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;	0
0xc6c4316c982820d71997bddcfe24d6df	PropertyPlantAndEquipmentByType=SoftwareDevelopment;Range=Maximum;	0
0xcdb8ad1d8e5866fe608c9c078f6ee346	FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FairValueByMeasurementFrequency=FairValueMeasurementsNonrecurring;	0
0xd60a36834072e8691381231c920ea382	DerivativeInstrumentRisk=ForeignExchangeContract;HedgingDesignation=DesignatedAsHedgingInstrument;	0
0xd8f984a7280335847cb967bb1acdcb30	DebtInstrument=UnsecuredDebt;	0
0xe1a93ff5b177f6dc913826a9efc9edff	DerivativeInstrumentRisk=InterestRateContract;FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;	0
0xea2329aa50b3ae0318993d1ac6d8f30b	ProductOrService=LifeInsuranceSegment;	0
0xf118d79d4dd0d04f45db1a9dfe6d552a	PropertyPlantAndEquipmentByType=Building;Range=Maximum;	0
0xf6fcd94fac6778bc28f4ec45eab36905	FairValueByAssetClass=USStatesAndPoliticalSubdivisions;FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;	0
0xfb24564b33401edea28b23057d40659a	DerivativeInstrumentRisk=EquityContract;	0
0xfb5a58c22d5409712b29c4ebbc4a154f	Geographical=NY;	0
0xfc454229dcfbb07de936ff2375a9ba37	DerivativeInstrumentRisk=CommodityContract;FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;	0
0xffb33ccbfc0d4d71ce6ddfa313780c91	FairValueByLiabilityClass=LongTermDebt;	0
0x0a40ec96a56f9e5cfc4f2c83fd19ac91	LongtermDebtType=SeniorNotes;SubsequentEventType=SubsequentEvent;	0
0x4248dc622a709143d86df64a37249a3d	DerivativeInstrumentRisk=ForeignExchangeContract;FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;	0
0xa8548c4d0c4014f7b142c488676377fd	DerivativeInstrumentRisk=CommodityContract;FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;	0
0xc023346d582b6448dbba6244a48f6c0a	EquityComponents=CommonStock;SubsequentEventType=SubsequentEvent;	0
0xc7fb6f705d1a089ea2db1c92def49875	FairValueByMeasurementFrequency=FairValueMeasurementsNonrecurring;	0
0x63be2e2bb9a9a816a5e5bc13365d86d4	FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FairValueByMeasurementBasis=EstimateOfFairValueFairValueDisclosure;	0
0x6bb27c56406ee8900f90ffc962603fd5	FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FairValueByMeasurementBasis=EstimateOfFairValueFairValueDisclosure;	0
0x8256d4b119c8edfeae2875816d681504	FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;FairValueByMeasurementBasis=EstimateOfFairValueFairValueDisclosure;	0
0xb36ca901643a25bd375dced4f3ddb5cd	ConsolidationItems=MaterialReconcilingItems;	0
0x030599a98a407c03c997a0cdff9adfbc	BalanceSheetLocation=OtherLiabilities;DerivativeInstrumentRisk=ForeignExchangeContract;HedgingDesignation=DesignatedAsHedgingInstrument;	0
0x0ab20a3d6dd2f89ce1deb1da25a80ac0	AwardType=RestrictedStockUnitsRSU;	0
0x0c59b67c66d12695dcdb3919c8b4867f	FairValueByAssetClass=AssetBackedSecurities;FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;	0
0x0dabe5ae88b3d09e0cc030adbdf2314e	FairValueByAssetClass=USStatesAndPoliticalSubdivisions;	0
0x308c0df9538ea02d5e02ea35d342e0cd	FairValueByAssetClass=CorporateDebtSecurities;	0
0x31e233e3c16bef6a0454cff0eabcb9e3	BalanceSheetLocation=OtherLiabilities;HedgingDesignation=DesignatedAsHedgingInstrument;	0
0x3a185dca69e0cd08259553a1a37fcc21	AwardType=PerformanceShares;Range=Minimum;	0
0x3d7c3e1544f82437540bebb057e68d95	AwardType=EmployeeStockOption;Range=Minimum;	0
0x4033b9956a38835a7c714aa3bd3f0a24	DerivativeInstrumentRisk=EmbeddedDerivativeFinancialInstruments;FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;	0
0x426ed1247351d6f04ede60c89b08315f	AwardType=EmployeeStockOption;Range=Maximum;	0
0x4aedaab8591d7c3e0c7eb1ddda97effc	InternalCreditAssessment=BCreditRating;	0
0x4b53a49c557efaa713d7567d77c3fae4	FairValueByAssetClass=EquitySecurities;	0
0x515da4c1167aee65a165c613b9a29e8b	AwardType=RestrictedStockUnitsRSU;Range=Minimum;	0
0x55a315dd7174485643dd1bd4973ebe7f	InvestmentType=OtherLongTermInvestments;	0
0x60e60f5723468c16d6c4265d33a5f257	AwardType=RestrictedStockUnitsRSU;Range=Maximum;	0
0x68a611111800fb5fdd06493697fe3ee3	FairValueByAssetClass=DebtSecurities;	0
0x717c18692cf8758c2bff33e183f0e24e	DerivativeInstrumentRisk=CurrencySwap;HedgingDesignation=DesignatedAsHedgingInstrument;	0
