adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks	pubfloatusd	floatdate	floataxis	floatmems
0000764180-23-000089	764180	ALTRIA GROUP, INC.	2111	US	VA	RICHMOND	23230	6601 WEST BROAD STREET		(804) 274-2200	US	VA	RICHMOND	23230	6601 WEST BROAD STREET		US	VA	133260245	ALTRIA GROUP INC	20030127	1-LAF	0	1231	8-K	20230531			20230601	2023-06-01 09:07:00.0	0	0	mo-20230601_htm.xml	1					
0000764180-23-000093	764180	ALTRIA GROUP, INC.	2111	US	VA	RICHMOND	23230	6601 WEST BROAD STREET		(804) 274-2200	US	VA	RICHMOND	23230	6601 WEST BROAD STREET		US	VA	133260245	ALTRIA GROUP INC	20030127	1-LAF	1	1231	10-K/A	20221231	2022	FY	20230601	2023-06-01 17:06:00.0	0	0	mo-20221231_htm.xml	1		75000000000.00	20220630		1
0000769397-23-000110	769397	AUTODESK, INC.	7372	US	CA	SAN FRANCISCO	94105	ONE MARKET, STE. 400.		4155075000	US	CA	SAN FRANCISCO	94105	ONE MARKET, STE. 400.		US	DE	942819853	AUTODESK INC	19920703	1-LAF	0	0131	10-Q	20230430	2024	Q1	20230601	2023-06-01 16:07:00.0	0	1	adsk-20230430_htm.xml	1					
0000772406-23-000029	772406	CIRRUS LOGIC, INC.	3674	US	TX	AUSTIN	78701	800 WEST 6TH STREET		512-851-4000	US	TX	AUSTIN	78701	800 WEST 6TH STREET		US	DE	770024818	CIRRUS LOGIC INC	19920703	1-LAF	0	0330	DEF 14A				20230601	2023-06-01 16:26:00.0	0	0	crus-20230601_htm.xml	1					
0000794170-23-000043	794170	TOLL BROTHERS, INC.	1531	US	PA	FORT WASHINGTON	19034	1140 VIRGINIA DRIVE		2159388000	US	PA	FORT WASHINGTON	19034	1140 VIRGINIA DRIVE		US	DE	232416878	TOLL BROTHERS INC	19920703	1-LAF	0	1031	10-Q	20230430	2023	Q2	20230601	2023-06-01 16:12:00.0	0	1	tol-20230430_htm.xml	1					
0000798949-23-000023	798949	UNIT CORP	1311	US	OK	TULSA	74132	8200 SOUTH UNIT DRIVE		9184937700	US	OK	TULSA	74132	8200 SOUTH UNIT DRIVE		US	DE	731283193			4-NON	0	1231	8-K	20230531			20230601	2023-06-01 09:22:00.0	0	0	unt-20230601_htm.xml	1					
0000825313-23-000030	825313	ALLIANCEBERNSTEIN HOLDING L.P.	6282	US	TN	NASHVILLE	37203	501 COMMERCE STREET		6156220000	US	TN	NASHVILLE	37203	501 COMMERCE STREET		US	DE	133434400	ALLIANCE CAPITAL MANAGEMENT HOLDING LP	19991101	1-LAF	0	1231	8-K	20230531			20230601	2023-06-01 16:02:00.0	0	0	ab-20230601_htm.xml	1					
0000842517-23-000100	842517	ISABELLA BANK CORP	6022	US	MI	MT PLEASANT	48858	401 NORTH MAIN STREET		9897729471	US	MI	MT PLEASANT	48858	401 NORTH MAIN STREET		US	MI	382830092	ISABELLA BANK CORP	20080602	4-NON	0	1231	8-K	20230531			20230601	2023-06-01 10:45:00.0	0	0	isba-20230601_htm.xml	1					
0000885550-23-000059	885550	CREDIT ACCEPTANCE CORP	6141	US	MI	SOUTHFIELD	48034-8334	25505 WEST TWELVE MILE ROAD		2483532700	US	MI	SOUTHFIELD	48034-8334	25505 WEST TWELVE MILE ROAD		US	MI	381999511	CREDIT ACCEPTANCE CORPORATION	19930328	1-LAF	0	1231	8-K	20230531			20230601	2023-06-01 16:02:00.0	0	0	cacc-20230525_htm.xml	1					
0000896841-23-000096	896841	AVID TECHNOLOGY, INC.	7372	US	MA	BURLINGTON	01803	75 NETWORK DRIVE		978-640-6789	US	MA	BURLINGTON	01803	75 NETWORK DRIVE		US	DE	042977748	AVID TECHNOLOGY INC	19930203	1-LAF	0	1231	8-K	20230531			20230601	2023-06-01 17:04:00.0	0	0	avid-20230525_htm.xml	1					
0000909832-23-000028	909832	COSTCO WHOLESALE CORP /NEW	5331	US	WA	ISSAQUAH	98027-	999 LAKE DRIVE		4253138100	US	WA	ISSAQUAH	98027	999 LAKE DRIVE		US	WA	911223280	COSTCO COMPANIES INC	19970401	1-LAF	0	0831	10-Q	20230430	2023	Q3	20230601	2023-05-31 19:22:00.0	0	1	cost-20230507_htm.xml	1					
0000928816-23-000810	900422	PUTNAM MUNICIPAL OPPORTUNITIES TRUST		US	MA	BOSTON	02110	100 FEDERAL STREET		6172921000	US	MA	BOSTON	02110	100 FEDERAL STREET		US	MA	043187549				0	0430	8-K/A	20230531			20230601	2023-06-01 13:57:00.0	0	0	a_mota_htm.xml	1					
0000928816-23-000812	1845809	PUTNAM ETF TRUST		US	MA	BOSTON	02111	100 FEDERAL STREET		6177601060	US	MA	BOSTON	02111	100 FEDERAL STREET		US	DE	000000000				0		8-K	20230531			20230601	2023-06-01 13:59:00.0	0	0	a_etftrust8k_htm.xml	1					
0000929638-23-001624	1050140	DESCARTES SYSTEMS GROUP INC	7372	CA	ON	WATERLOO	N2V 1C6	120 RANDALL ST		519-746-8110			WATERLOO, ONTARIO, CANADA	N2V 1C6	120 RANDALL DRIVE		CA	ON	000000000				0	0131	6-K	20230531			20230601	2023-06-01 14:55:00.0	0	0	form6k_htm.xml	1					
0000940944-23-000022	940944	DARDEN RESTAURANTS INC	5812	US	FL	ORLANDO	32837	1000 DARDEN CENTER DRIVE		4072454000	US	FL	ORLANDO	32837	1000 DARDEN CENTER DRIVE		US	FL	593305930	GENERAL MILLS RESTAURANTS INC	19950313	1-LAF	0	0531	8-K	20230531			20230601	2023-06-01 16:23:00.0	0	0	dri-20230531_htm.xml	1					
0000943374-23-000231	1823406	AFFINITY BANCSHARES, INC.	6036	US	GA	COVINGTON	30014	3175 HIGHWAY 278		(770) 786-7088	US	GA	COVINGTON	30014	3175 HIGHWAY 278		US	MD	821147778			4-NON	0	1231	8-K	20230531			20230601	2023-06-01 08:46:00.0	1	0	form8k_htm.xml	1					
0000943374-23-000234	834285	REPUBLIC FIRST BANCORP INC	6022	US	PA	PHILADELPHIA	19102	TWO LIBERTY PLACE	50 S. 16TH STREET SUITE 2400	215-735-4422	US	PA	PHILADELPHIA	19102	TWO LIBERTY PLACE	50 S. 16TH STREET SUITE 2400	US	PA	232486815	FIRST REPUBLIC BANCORP INC /DE/	19960617	2-ACC	0	1231	8-K	20230531			20230601	2023-06-01 16:47:00.0	0	0	form8k_htm.xml	1					
0000950103-23-008261	1860742	BAUSCH & LOMB CORP	3851	CA	ON	VAUGHAN	L4K 4B4	520 APPLEWOOD CRESCENT		908-541-5456	CA	ON	VAUGHAN	L4K 4B4	520 APPLEWOOD CRESCENT				000000000			4-NON	0	1231	8-K	20230531			20230601	2023-06-01 07:21:00.0	0	0	dp194779_8k_htm.xml	1					
0000950103-23-008321	1845815	PAYONEER GLOBAL INC.	7389	US	NY	NEW YORK	10001	150 W 30TH STREET		212-600-9272	US	NY	NEW YORK	10001	150 W 30TH STREET		US	DE	861778671	NEW STARSHIP PARENT, INC.	20210211	1-LAF	0	1231	8-K	20230531			20230601	2023-06-01 16:33:00.0	0	0	dp194737_8k_htm.xml	1					
0000950142-23-001588	1687932	J.JILL, INC.	2330	US	MA	QUINCY	02169	4 BATTERYMARCH PARK		617-376-4300	US	MA	QUINCY	02169	4 BATTERYMARCH PARK		US	DE	451459825	JILL INTERMEDIATE LLC	20161019	2-ACC	0	0131	8-K	20230531			20230601	2023-06-01 16:14:00.0	0	0	eh230365249_8k_htm.xml	1					
0000950157-23-000601	1312109	SILVERGATE CAPITAL CORP	6022	US	CA	LA JOLLA	92037	4250 EXECUTIVE SQUARE STE 300		(858) 362-6300	US	CA	LA JOLLA	92037	4250 EXECUTIVE SQUARE STE 300		US	MD	000000000			1-LAF	0	1231	8-K	20230531			20230601	2023-06-01 16:29:00.0	0	0	form8-k_htm.xml	1					
0000950170-23-025424	1333274	MERCER INTERNATIONAL INC.	2611	CA	BC	VANCOUVER	V6C 1G8	700 WEST PENDER STREET	SUITE 1120	206-674-4639	US	WA	SEATTLE	98168	14900 INTERURBAN AVENUE SOUTH		US	WA	470956945	MERCER INTERNATIONAL REGCO INC.	20050715	1-LAF	0	1231	8-K	20230531			20230601	2023-05-31 17:31:00.0	0	0	merc-20230531_htm.xml	1					
0000950170-23-025525	1642453	DASEKE, INC.	4700	US	TX	ADDISON	75001	15455 DALLAS PKWY	SUITE 550	972-248-0412	US	TX	ADDISON	75001	15455 DALLAS PKWY	SUITE 550	US	DE	473913221	HENNESSY CAPITAL ACQUISITION CORP II	20150514	2-ACC	0	1231	8-K	20230531			20230601	2023-06-01 06:45:00.0	1	0	dske-20230531_htm.xml	1					
0000950170-23-025528	799288	LANDS' END, INC.	5651	US	WI	DODGEVILLE	53595	ONE LANDS' END LN		6089359341	US	WI	DODGEVILLE	53595	ONE LANDS' END LANE	ONE LANDS' END LANE	US	DE	362512786	LAND'S END, INC.	20140527	2-ACC	0	0131	8-K	20230531			20230601	2023-06-01 06:49:00.0	0	0	le-20230601_htm.xml	1					
0000950170-23-025531	877422	SPARTANNASH CO	5141	US	MI	GRAND RAPIDS	49518	850 76TH ST SW	P O BOX 8700	6168782000	US	MI	GRAND RAPIDS	49518	850 76TH ST SW	PO BOX 8700	US	MI	380593940	SPARTAN STORES INC	19930328	1-LAF	0	1231	8-K	20230531			20230601	2023-06-01 07:01:00.0	0	0	sptn-20230601_htm.xml	1					
0000950170-23-025532	877422	SPARTANNASH CO	5141	US	MI	GRAND RAPIDS	49518	850 76TH ST SW	P O BOX 8700	6168782000	US	MI	GRAND RAPIDS	49518	850 76TH ST SW	PO BOX 8700	US	MI	380593940	SPARTAN STORES INC	19930328	1-LAF	0	1231	8-K	20230531			20230601	2023-06-01 07:17:00.0	0	0	sptn-20230531_htm.xml	1					
0000950170-23-025534	1844392	MARPAI, INC.	8090	US	FL	TAMPA	33610	5701 EAST HILLSBOROUGH AVENUE, SUITE 141		646-303-3483	US	FL	TAMPA	33610	5701 EAST HILLSBOROUGH AVENUE, SUITE 141		US	DE	000000000			4-NON	0		8-K	20230531			20230601	2023-06-01 07:24:00.0	0	0	mrai-20230530_htm.xml	1					
0000950170-23-025535	1844392	MARPAI, INC.	8090	US	FL	TAMPA	33610	5701 EAST HILLSBOROUGH AVENUE, SUITE 141		646-303-3483	US	FL	TAMPA	33610	5701 EAST HILLSBOROUGH AVENUE, SUITE 141		US	DE	000000000			4-NON	0		8-K	20230531			20230601	2023-06-01 07:26:00.0	0	0	mrai-20230531_htm.xml	1					
0000950170-23-025539	1858257	AVIDXCHANGE HOLDINGS, INC.	7372	US	NC	CHARLOTTE	28206	1210 AVIDXCHANGE LANE		8005609305	US	NC	CHARLOTTE	28206	1210 AVIDXCHANGE LANE		US	DE	000000000			1-LAF	0	1231	8-K	20230531			20230601	2023-06-01 08:02:00.0	0	0	avdx-20230601_htm.xml	1					
0000950170-23-025541	1173204	CINEVERSE CORP.	7841	US	NY	NEW YORK	10001	244 FIFTH AVENUE	SUITE M289	212-206-8600	US	NY	NEW YORK	10001	244 FIFTH AVENUE	SUITE M289	US	DE	223720962	CINEDIGM CORP.	20130925	4-NON	0	0331	8-K	20230531			20230601	2023-06-01 08:31:00.0	0	0	cnvs-20230530_htm.xml	1					
0000950170-23-025545	827876	CLEANSPARK, INC.	6199	US	NV	HENDERSON	89074	2370 CORPORATE CIRCLE	SUITE 160	(702) 941-8047	US	NV	HENDERSON	89074	2370 CORPORATE CIRCLE	SUITE 160	US	NV	870449945	STRATEAN INC.	20141201	4-NON	0	0930	8-K	20230531			20230601	2023-06-01 09:05:00.0	0	0	clsk-20230526_htm.xml	1					
0000950170-23-025547	1609065	PATHFINDER BANCORP, INC.	6022	US	NY	OSWEGO	13126	214 WEST FIRST STREET		(315) 343-0057	US	NY	OSWEGO	13126	214 WEST FIRST STREET		US	MD	383941859			4-NON	0	1231	8-K	20230531			20230601	2023-06-01 09:31:00.0	0	0	pbhc-20230601_htm.xml	1					
0000950170-23-025551	23111	COMPUTER TASK GROUP INC	7371	US	NY	AMHERST	14226	300 CORPORATE PARKWAY	SUITE 214 N	7168828000	US	NY	AMHERST	14226	300 CORPORATE PARKWAY	SUITE 214 N	US	NY	160912632	MARKS BAER INC	19690128	2-ACC	0	1231	8-K	20230531			20230601	2023-06-01 09:47:00.0	0	0	ctg-20230601_htm.xml	1					
0000950170-23-025558	1330399	FEDERAL HOME LOAN BANK OF PITTSBURGH	6111	US	PA	PITTSBURGH	15219	601 GRANT STREET		412-288-3400	US	PA	PITTSBURGH	15219	601 GRANT STREET		US	PA	000000000			4-NON	0	1231	8-K	20230531			20230601	2023-06-01 11:11:00.0	0	0	ck0001330399-20230526_htm.xml	1					
0000950170-23-025681	1844280	THORNE HEALTHTECH, INC.	2834	US	SC	SUMMERVILLE	29483	620 OMNI INDUSTRIAL BLVD.		843-501-0286	US	SC	SUMMERVILLE	29483	620 OMNI INDUSTRIAL BLVD.		US	DE	272877253			4-NON	0	1231	8-K	20230531			20230601	2023-06-01 16:01:00.0	0	0	thrn-20230525_htm.xml	1					
0000950170-23-025684	877422	SPARTANNASH CO	5141	US	MI	GRAND RAPIDS	49518	850 76TH ST SW	P O BOX 8700	6168782000	US	MI	GRAND RAPIDS	49518	850 76TH ST SW	PO BOX 8700	US	MI	380593940	SPARTAN STORES INC	19930328	1-LAF	0	1231	10-Q	20230430	2023	Q1	20230601	2023-06-01 16:04:00.0	0	1	sptn-20230422_htm.xml	1					
0000950170-23-025685	1637873	ACV AUCTIONS INC.	7389	US	NY	BUFFALO	14203	640 ELLICOTT STREET		585-317-0406	US	NY	BUFFALO	14203	640 ELLICOTT STREET		US	DE	472415221			1-LAF	0	1231	8-K	20230531			20230601	2023-06-01 16:05:00.0	0	0	acva-20230530_htm.xml	1					
0000950170-23-025686	1046568	PERDOCEO EDUCATION CORP	8200	US	IL	SCHAUMBURG	60173	1750 E. GOLF ROAD		847-781-3600	US	IL	SCHAUMBURG	60173	1750 E. GOLF ROAD		US	DE	363932190	CAREER EDUCATION CORP	19970923	1-LAF	0	1231	8-K	20230531			20230601	2023-06-01 16:05:00.0	0	0	prdo-20230525_htm.xml	1					
0000950170-23-025687	1451809	SITIME CORP	3674	US	CA	SANTA CLARA	95054	SITIME CORPORATION	5451 PATRICK HENRY DRIVE	408-328-4400	US	CA	SANTA CLARA	95054	SITIME CORPORATION	5451 PATRICK HENRY DRIVE			201199709			1-LAF	0	1231	8-K	20230531			20230601	2023-06-01 16:05:00.0	0	0	sitm-20230601_htm.xml	1					
0000950170-23-025689	885639	KOHLS CORP	5311	US	WI	MENOMONEE FALLS	53051	N56 W17000 RIDGEWOOD DR		262 703 7000	US	WI	MENOMONEE FALLS	53051	N56 W17000 RIDGEWOOD DR		US	WI	391630919	KOHLS CORPORATION	19930328	1-LAF	0	0131	10-Q	20230430	2023	Q1	20230601	2023-06-01 16:06:00.0	0	1	kss-20230429_htm.xml	1					
0000950170-23-025690	1005284	UNIVERSAL DISPLAY CORP PA	3670	US	NJ	EWING	08618	250 PHILLIPS BOULEVARD		6096710980	US	NJ	EWING	08618	250 PHILLIPS BOULEVARD		US	PA	232372688			1-LAF	0	1231	8-K	20230531			20230601	2023-06-01 16:06:00.0	0	0	oled-20230531_htm.xml	1					
0000950170-23-025691	1374690	LARIMAR THERAPEUTICS, INC.	2834	US	PA	BALA CYNWYD	19004	THREE BALA PLAZA EAST. SUITE 506		844-511-9056	US	PA	BALA CYNWYD	19004	THREE BALA PLAZA EAST. SUITE 506		US	DE	203857670	ZAFGEN, INC.	20100301	4-NON	0	1231	8-K	20230531			20230601	2023-06-01 16:06:00.0	0	0	lrmr-20230601_htm.xml	1					
0000950170-23-025692	1484612	OUTSET MEDICAL, INC.	3845	US	CA	SAN JOSE	95134	3052 ORCHARD DRIVE		669-231-8200	US	CA	SAN JOSE	95134	3052 ORCHARD DRIVE		US	DE	200514392	HOME DIALYSIS PLUS, LTD.	20100219	1-LAF	0		8-K	20230531			20230601	2023-06-01 16:06:00.0	0	0	om-20230531_htm.xml	1					
0000950170-23-025693	1755237	CYCLERION THERAPEUTICS, INC.	2834	US	MA	CAMBRIDGE	02142	301 BINNEY STREET		617-621-7722	US	MA	CAMBRIDGE	02142	301 BINNEY STREET		US	MA	831895370			4-NON	0	1231	8-K	20230531			20230601	2023-06-01 16:07:00.0	0	0	cycn-20230601_htm.xml	1					
0000950170-23-025696	1853513	MISTER CAR WASH, INC.	7500	US	AZ	TUCSON	85705	222 E. 5TH STREET		520-615-4000	US	AZ	TUCSON	85705	222 E. 5TH STREET		US	DE	000000000			1-LAF	0	1231	8-K	20230531			20230601	2023-06-01 16:12:00.0	1	0	mcw-20230525_htm.xml	1					
0000950170-23-025702	1828161	FTC SOLAR, INC.	3674	US	TX	AUSTIN	78759	9020 N CAPITAL OF TEXAS HWY, SUITE I-260		(907) 312-0717	US	TX	AUSTIN	78759	9020 N CAPITAL OF TEXAS HWY, SUITE I-260		US	DE	814816270			4-NON	0	1231	8-K	20230531			20230601	2023-06-01 16:13:00.0	0	0	ftci-20230601_htm.xml	1					
0000950170-23-025706	1145986	ASPEN AEROGELS INC	5030	US	MA	NORTHBOROUGH	01532	30 FORBES ROAD	BUILDING B	5086911111	US	MA	NORTHBOROUGH	01532	30 FORBES ROAD	BUILDING B	US	DE	043559972			2-ACC	0	1231	8-K	20230531			20230601	2023-06-01 16:17:00.0	0	0	aspn-20230601_htm.xml	1					
0000950170-23-025707	1630627	TREACE MEDICAL CONCEPTS, INC.	3841	US	FL	PONTE VEDRA	32081	100 PALMETTO PARK PLACE		(904) 373-5940	US	FL	PONTE VEDRA	32081	100 PALMETTO PARK PLACE		US	FL	471052611			4-NON	0	1231	8-K	20230531			20230601	2023-06-01 16:18:00.0	0	0	tmci-20230601_htm.xml	1					
0000950170-23-025712	1678660	PRELUDE THERAPEUTICS INC	2834	US	DE	WILMINGTON	19803	200 POWDER MILL ROAD		(302) 547-3768	US	DE	WILMINGTON	19803	200 POWDER MILL ROAD		US	DE	811384762	PRELUDE THERAPEUTICS INC.	20160630	4-NON	0	1231	8-K	20230531			20230601	2023-06-01 16:25:00.0	0	0	prld-20230601_htm.xml	1					
0000950170-23-025716	799288	LANDS' END, INC.	5651	US	WI	DODGEVILLE	53595	ONE LANDS' END LN		6089359341	US	WI	DODGEVILLE	53595	ONE LANDS' END LANE	ONE LANDS' END LANE	US	DE	362512786	LAND'S END, INC.	20140527	2-ACC	0	0131	10-Q	20230430	2023	Q1	20230601	2023-06-01 16:30:00.0	0	1	le-20230428_htm.xml	1					
0000950170-23-025717	1675033	GREAT ELM CAPITAL CORP.		US	MA	WALTHAM	02453	800 SOUTH STREET	SUITE 230	617-375-3006	US	MA	WALTHAM	02453	800 SOUTH STREET	SUITE 230	US	MD	812621577			4-NON	0	1231	8-K	20230531			20230601	2023-06-01 16:31:00.0	0	0	gecc-20230601_htm.xml	1					
0000950170-23-025719	94344	STEWART INFORMATION SERVICES CORP	6361	US	TX	HOUSTON	77056	1360 POST OAK BLVD	SUITE 100	7136258100	US	TX	HOUSTON	77056	1360 POST OAK BLVD	SUITE 100	US	DE	741677330			1-LAF	0	1231	8-K	20230531			20230601	2023-06-01 16:31:00.0	0	0	stc-20230601_htm.xml	1					
0000950170-23-025721	1627223	CHEMOURS CO	2800	US	DE	WILMINGTON	19801	1007 MARKET STREET		302 773 1000	US	DE	WILMINGTON	19801	1007 MARKET STREET		US	DE	464845564	CHEMOURS COMPANY, LLC	20141205	1-LAF	0	1231	8-K	20230531			20230601	2023-06-01 16:34:00.0	0	0	cc-20230601_htm.xml	1					
0000950170-23-025722	1671818	ONCORUS, INC.	2834	US	MA	ANDOVER	01810	4 CORPORATE DRIVE		857-320-6400	US	MA	ANDOVER	01810	4 CORPORATE DRIVE		US	DE	473779757			4-NON	0	1231	8-K	20230531			20230601	2023-06-01 16:35:00.0	0	0	oncr-20230529_htm.xml	1					
0000950170-23-025741	1666244	CANTOR FITZGERALD INCOME TRUST, INC.	6798	US	NY	NEW YORK	10022	110 EAST 59TH STREET		212-938-5000	US	NY	NEW YORK	10022	110 EAST 59TH STREET		US	MD	811310268	RODIN GLOBAL PROPERTY TRUST, INC.	20160912	4-NON	0	1231	8-K	20230531			20230601	2023-06-01 17:01:00.0	0	0	cfit-20230601_htm.xml	1					
