adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks	pubfloatusd	floatdate	floataxis	floatmems
0000036966-22-000015	36966	FIRST HORIZON CORP	6021	US	TN	MEMPHIS	38103	165 MADISON AVENUE		9018186232	US	TN	MEMPHIS	38103	165 MADISON AVENUE		US	TN	620803242	FIRST HORIZON NATIONAL CORP	20040422	1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-03-01 16:42:00.0	0	1	fhn-20211231_htm.xml	1		9400000000.00	20210630		1
0000039899-22-000007	39899	TEGNA INC	4833	US	VA	TYSONS	22102-5151	8350 BROAD STREET	SUITE 2000	7038736600	US	VA	TYSONS	22102-5151	8350 BROAD STREET	SUITE 2000	US	DE	160442930	GANNETT CO INC /DE/	19920703	1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-03-01 16:07:00.0	0	1	tgna-20211231_htm.xml	1		4119610543.00	20210630		1
0000048039-22-000017	48039	HOLLYFRONTIER CORP	2911	US	TX	DALLAS	75201	2828 N. HARWOOD	SUITE 1300	2148713555	US	TX	DALLAS	75201	2828 N. HARWOOD	SUITE 1300	US	DE	751056913	HOLLY CORP	19920703	1-LAF	0	1231	8-K	20220228			20220301	2022-03-01 06:23:00.0	0	0	hfc-20220301_htm.xml	1					
0000048287-22-000071	48287	HNI CORP	2522	US	IA	MUSCATINE	52761-7109	600 EAST SECOND STREET - PO BOX 1109		5632727400	US	IA	MUSCATINE	52761	600 EAST SECOND STREET	P O BOX 1109	US	IA	420617510	HON INDUSTRIES INC	19920703	1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-03-01 08:35:00.0	0	1	hni-20220101_htm.xml	1		1136887520.00	20210630		1
0000048465-22-000008	48465	HORMEL FOODS CORP /DE/	2011	US	MN	AUSTIN	55912-3680	1 HORMEL PL		(507) 437-5611	US	MN	AUSTIN	55912-3680	1 HORMEL PLACE		US	DE	410319970	HORMEL GEO A & CO	19920703	1-LAF	0	1031	8-K	20220228			20220301	2022-03-01 06:32:00.0	0	0	hrl-20220301_htm.xml	1					
0000049071-22-000021	49071	HUMANA INC	6324	US	KY	LOUISVILLE	40202	500 W MAIN ST		5025801000	US	KY	LOUISVILLE	40202	500 W. MAIN ST		US	DE	610647538	EXTENDICARE INC	19740404	1-LAF	0	1231	8-K	20220228			20220301	2022-03-01 07:07:00.0	0	0	hum-20220228_htm.xml	1					
0000049071-22-000024	49071	HUMANA INC	6324	US	KY	LOUISVILLE	40202	500 W MAIN ST		5025801000	US	KY	LOUISVILLE	40202	500 W. MAIN ST		US	DE	610647538	EXTENDICARE INC	19740404	1-LAF	0	1231	8-K	20220228			20220301	2022-03-01 07:33:00.0	0	0	hum-20220301_htm.xml	1					
0000059440-22-000004	59440	VECTOR GROUP LTD	2111	US	FL	MIAMI	33137	4400 BISCAYNE BOULEVARD	10TH FLOOR	3055798000	US	FL	MIAMI	33137	4400 BISCAYNE BOULEVARD	10TH FLOOR	US	DE	650949535	BROOKE GROUP LTD	19920703	1-LAF	0	1231	8-K	20220228			20220301	2022-03-01 16:18:00.0	0	0	vgr-20220301_htm.xml	1					
0000070318-22-000018	70318	TENET HEALTHCARE CORP	8062	US	TX	DALLAS	75254	14201 DALLAS PARKWAY		469-893-2200	US	TX	DALLAS	75254	14201 DALLAS PARKWAY		US	NV	952557091	NATIONAL MEDICAL ENTERPRISES INC /NV/	19920703	1-LAF	0	1231	8-K	20220228			20220301	2022-03-01 06:46:00.0	0	0	thc-20220301_htm.xml	1					
0000072333-22-000006	72333	NORDSTROM INC	5651	US	WA	SEATTLE	98101-4407	1617 SIXTH AVENUE		2066282111	US	WA	SEATTLE	98101	1617 SIXTH AVENUE		US	WA	910515058	NORDSTROM BEST INC	19730611	1-LAF	0	0131	8-K	20220228			20220301	2022-03-01 16:32:00.0	1	0	jwn-20220301_htm.xml	1					
0000072903-22-000012	72903	XCEL ENERGY INC	4931	US	MN	MINNEAPOLIS	55401	414 NICOLLET MALL		6123305500	US	MN	MINNEAPOLIS	55401	414 NICOLLET MALL		US	MN	410448030	NORTHERN STATES POWER CO /MN/	19920703	1-LAF	0	1231	8-K	20220228			20220301	2022-03-01 17:23:00.0	0	0	xel-20220301_htm.xml	1					
0000073756-22-000020	73756	OCEANEERING INTERNATIONAL INC	1389	US	TX	HOUSTON	77041	11911 FM 529		713-329-4500	US	TX	HOUSTON	77041	11911 FM 529		US	DE	952628227			1-LAF	0	1231	8-K	20220228			20220301	2022-03-01 16:45:00.0	0	0	oii-20220225_htm.xml	1					
0000075252-22-000016	75252	OWENS & MINOR INC/VA/	5047	US	VA	MECHANICSVILLE	23116	9120 LOCKWOOD BLVD		8047237000	US	VA	MECHANICSVILLE	23116	9120 LOCKWOOD BLVD		US	VA	541701843	O&M HOLDING INC	19940504	1-LAF	0	1231	8-K	20220228			20220301	2022-03-01 17:05:00.0	0	0	omi-20220301_htm.xml	1					
0000078239-22-000008	78239	PVH CORP. /DE/	2320	US	NY	NEW YORK	10016	200 MADISON AVENUE		2123813500	US	NY	NEW YORK	10016	200 MADISON AVENUE		US	DE	131166910	PHILLIPS VAN HEUSEN CORP /DE/	19920703	1-LAF	0	0131	8-K	20220228			20220301	2022-03-01 08:21:00.0	0	0	pvh-20220228_htm.xml	1					
0000081061-22-000010	81061	PUBLIX SUPER MARKETS INC	5411	US	FL	LAKELAND	33811	3300 PUBLIX CORPORATE PARKWAY		863-688-1188	US	FL	LAKELAND	33811	3300 PUBLIX CORPORATE PARKWAY		US	FL	590324412			4-NON	0	1231	8-K	20220228			20220301	2022-03-01 13:44:00.0	0	0	ck0000081061-20220301_htm.xml	1					
0000081061-22-000011	81061	PUBLIX SUPER MARKETS INC	5411	US	FL	LAKELAND	33811	3300 PUBLIX CORPORATE PARKWAY		863-688-1188	US	FL	LAKELAND	33811	3300 PUBLIX CORPORATE PARKWAY		US	FL	590324412			4-NON	0	1231	10-K	20211231	2021	FY	20220301	2022-03-01 13:46:00.0	0	1	ck0000081061-20211225_htm.xml	1		24685978000.00	20210630		1
0000081362-22-000003	81362	QUAKER CHEMICAL CORP	2990	US	PA	CONSHOHOCKEN	19428	ONE QUAKER PARK	901 HECTOR STREET	6108324000	US	PA	CONSHOHOCKEN	19428	ONE QUAKER PARK	901 HECTOR ST	US	PA	230993790			1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-03-01 07:43:00.0	0	1	kwr-20211231_htm.xml	1		4210881271.00	20210630		1
0000091419-22-000015	91419	J M SMUCKER CO	2033	US	OH	ORRVILLE	44667	ONE STRAWBERRY LANE		3306823000	US	OH	ORRVILLE	44667	ONE STRAWBERRY LANE		US	OH	340538550	SMUCKER J M CO	19920703	1-LAF	0	0430	8-K	20220228			20220301	2022-03-01 07:16:00.0	0	0	sjm-20220301_htm.xml	1					
0000091419-22-000017	91419	J M SMUCKER CO	2033	US	OH	ORRVILLE	44667	ONE STRAWBERRY LANE		3306823000	US	OH	ORRVILLE	44667	ONE STRAWBERRY LANE		US	OH	340538550	SMUCKER J M CO	19920703	1-LAF	0	0430	10-Q	20220131	2022	Q3	20220301	2022-03-01 16:17:00.0	0	1	sjm-20220131_htm.xml	1					
0000096943-22-000016	96943	TELEFLEX INC	3841	US	PA	WAYNE	19087	550 E SWEDESFORD RD	SUITE 400	610-225-6800	US	PA	WAYNE	19087	550 E SWEDESFORD RD	SUITE 400	US	DE	231147939			1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-03-01 10:59:00.0	0	1	tfx-20211231_htm.xml	1		11995331611.00	20210630		1
0000277509-22-000006	277509	FEDERAL SIGNAL CORP /DE/	3711	US	IL	OAK BROOK	60523	1415 WEST 22ND STREET	SUITE 1100	630-954-2000	US	IL	OAK BROOK	60523	1415 WEST 22ND STREET	SUITE 1100	US	DE	361063330	FEDERAL SIGN & SIGNAL CORP /DE/	19600201	1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-03-01 16:42:00.0	0	1	fss-20211231_htm.xml	1		2409212678.00	20210630		1
0000278166-22-000009	278166	CAVCO INDUSTRIES INC.	2451	US	AZ	PHOENIX	85012	3636 N CENTRAL AVE	STE 1200	602-256-6263	US	AZ	PHOENIX	85012	3636 N CENTRAL AVE	STE 1200	US	DE	860214910	CAVCO INDUSTRIES INC	19920703	1-LAF	0	0331	8-K	20220228			20220301	2022-02-28 19:06:00.0	0	0	cvco-20220228_htm.xml	1					
0000320121-22-000047	320121	TELOS CORP	7373	US	VA	ASHBURN	20147	19886 ASHBURN ROAD		7034716000	US	VA	ASHBURN	20147	19886 ASHBURN ROAD		US	MD	520880974	C3 INC	19920703	4-NON	0	1231	8-K	20220228			20220301	2022-02-28 18:07:00.0	0	0	tls-20220228_htm.xml	1					
0000352541-22-000029	352541	ALLIANT ENERGY CORP	4931	US	WI	MADISON	53718-2148	4902 NORTH BILTMORE LANE	SUITE 1000	608-458-3311	US	WI	MADISON	53718-2148	4902 NORTH BILTMORE LANE	SUITE 1000	US	WI	391380265	INTERSTATE ENERGY CORP	19980427	1-LAF	0	1231	8-K	20220228			20220301	2022-02-28 17:45:00.0	0	0	lnt-20220223_htm.xml	1					
0000352825-22-000004	352825	FOSTER L B CO	5051	US	PA	PITTSBURGH	15220	415 HOLIDAY DR		4129283431	US	PA	PITTSBURGH	15220	415 HOLIDAY DR		US	PA	251324733			2-ACC	0	1231	8-K	20220228			20220301	2022-03-01 08:32:00.0	0	0	fstr-20220301_htm.xml	1					
0000354950-22-000053	354950	HOME DEPOT, INC.	5211	US	GA	ATLANTA	30339-4024	2455 PACES FERRY ROAD		770-433-8211	US	GA	ATLANTA	30339-4024	2455 PACES FERRY ROAD		US	DE	953261426	HOME DEPOT INC	19920703	1-LAF	0	0131	8-K/A	20220131			20220301	2022-03-01 16:31:00.0	0	0	hd-20220124_htm.xml	1					
0000356171-22-000016	356171	TRICO BANCSHARES /	6022	US	CA	CHICO	95973	TRICO BANCSHARES	63 CONSTITUTION DRIVE	5308980300	US	CA	CHICO	95973	TRICO BANCSHARES	63 CONSTITUTION DRIVE	US	CA	942792841			1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-02-28 21:48:00.0	0	1	tcbk-20211231_htm.xml	1		1213065000.00	20210630		1
0000356171-22-000018	356171	TRICO BANCSHARES /	6022	US	CA	CHICO	95973	TRICO BANCSHARES	63 CONSTITUTION DRIVE	5308980300	US	CA	CHICO	95973	TRICO BANCSHARES	63 CONSTITUTION DRIVE	US	CA	942792841			1-LAF	0	1231	8-K	20220228			20220301	2022-03-01 16:59:00.0	0	0	tcbk-20220301_htm.xml	1					
0000700923-22-000010	700923	MYR GROUP INC.	1623	US	CO	HENDERSON	80640	12150 EAST 112TH AVENUE		3032868000	US	CO	HENDERSON	80640	12150 EAST 112TH AVENUE		US	DE	363158643	MYR GROUP INC	19960417	1-LAF	0	1231	8-K	20220228			20220301	2022-03-01 16:06:00.0	0	0	myrg-20220301_htm.xml	1					
0000705432-22-000026	705432	SOUTHSIDE BANCSHARES INC	6022	US	TX	TYLER	75701	1201 S BECKHAM		9035317111	US	TX	TYLER	75701	1201 S BECKHAM		US	TX	751848732	SOBANK INC	19920703	1-LAF	0	1231	8-K	20220228			20220301	2022-03-01 17:04:00.0	0	0	sbsi-20220301_htm.xml	1					
0000708821-22-000010	708821	PAR TECHNOLOGY CORP	3578	US	NY	NEW HARTFORD	13413	PAR TECHNOLOGY PARK	8383 SENECA TURNPIKE	3157380600	US	NY	NEW HARTFORD	13413	8383 SENECA TURNPIKE		US	DE	161434688			1-LAF	0	1231	8-K	20220228			20220301	2022-03-01 16:22:00.0	0	0	par-20220301_htm.xml	1					
0000708821-22-000012	708821	PAR TECHNOLOGY CORP	3578	US	NY	NEW HARTFORD	13413	PAR TECHNOLOGY PARK	8383 SENECA TURNPIKE	3157380600	US	NY	NEW HARTFORD	13413	8383 SENECA TURNPIKE		US	DE	161434688			1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-03-01 17:01:00.0	0	1	par-20211231_htm.xml	1		1795577453.00	20210630		1
0000712034-22-000014	712034	ACCO BRANDS CORP	2780	US	IL	LAKE ZURICH	60047	FOUR CORPORATE DRIVE		847-541-9500	US	IL	LAKE ZURICH	60047	FOUR CORPORATE DRIVE		US	DE	362704017	ACCO BRANDS CORP	20050817	1-LAF	0	1231	8-K	20220228			20220301	2022-03-01 16:26:00.0	0	0	abd-20220301_htm.xml	1					
0000712534-22-000044	712534	FIRST MERCHANTS CORP	6021	US	IN	MUNCIE	47308-0792	200 E JACKSON ST	PO BOX 792	7657471500	US	IN	MUNCIE	47305	200 EAST JACKSON STREET		US	IN	351544218			1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-03-01 09:16:00.0	0	1	frme-20211231_htm.xml	1		2249029000.00	20210630		1
0000712537-22-000007	712537	FIRST COMMONWEALTH FINANCIAL CORP /PA/	6021	US	PA	INDIANA	15701	601 PHILADELPHIA STREET		7243497220	US	PA	INDIANA	15701	601 PHILADELPHIA STREET		US	PA	251428528			1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-02-28 18:26:00.0	0	1	fcf-20211231_htm.xml	1		2662220494.00	20210630		2
0000714395-22-000014	714395	GERMAN AMERICAN BANCORP, INC.	6022	US	IN	JASPER	47546	711 MAIN ST	P O BOX 810	8124821314	US	IN	JASPER	47546	711 MAIN STREET		US	IN	351547518	GERMAN AMERICAN BANCORP	19950510	1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-03-01 13:22:00.0	0	1	gabc-20211231_htm.xml	1		936743191.00	20210630		1
0000715787-22-000002	715787	INTERFACE INC	2273	US	GA	ATLANTA	30309	1280 WEST PEACHTREE ST. NW		7704376800	US	GA	ATLANTA	30309	1280 WEST PEACHTREE ST. NW		US	GA	581451243	INTERFACE FLOORING SYSTEMS INC	19870817	2-ACC	0	1231	8-K	20220228			20220301	2022-03-01 06:41:00.0	0	0	tile-20220301_htm.xml	1					
0000719739-22-000023	719739	SVB FINANCIAL GROUP	6022	US	CA	SANTA CLARA	95054	3003 TASMAN DR		4086547400	US	CA	SANTA CLARA	95054	3003 TASMAN DRIVE				911962278	SILICON VALLEY BANCSHARES	19920703	1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-03-01 07:13:00.0	0	1	sivb-20211231_htm.xml	1		30340662815.00	20210630		1
0000720005-22-000014	720005	RAYMOND JAMES FINANCIAL INC	6211	US	FL	ST PETERSBURG	33716	880 CARILLON PKWY		727-567-1000	US	FL	ST. PETERSBURG	33716	880 CARILLON PKWY		US	FL	591517485	RJ FINANCIAL CORP/FL	19870303	1-LAF	0	0930	8-K	20220228			20220301	2022-03-01 13:16:00.0	0	0	rjf-20220224_htm.xml	1					
0000726601-22-000005	726601	CAPITAL CITY BANK GROUP INC	6022	US	FL	TALLAHASSEE	32301	217 N MONROE ST		8506710300	US	FL	TALLAHASSEE	32302-3248	PO BOX 11248		US	FL	592273542			2-ACC	0	1231	10-K	20211231	2021	FY	20220301	2022-03-01 16:44:00.0	0	1	ccbg20211231_htm.xml	1		332551460.00	20210630		1
0000745732-22-000010	745732	ROSS STORES, INC.	5651	US	CA	DUBLIN	94568	5130 HACIENDA DRIVE		9259654400	US	CA	DUBLIN	94568	5130 HACIENDA DRIVE		US	DE	941390387	ROSS STORES INC	19920703	1-LAF	0	0131	8-K	20220228			20220301	2022-03-01 16:10:00.0	0	0	rost-20220301_htm.xml	1					
0000750004-22-000006	750004	SCIENTIFIC GAMES CORP	7373	US	NV	LAS VEGAS	89119	6601 BERMUDA ROAD		7028977150	US	NV	LAS VEGAS	89119	6601 BERMUDA ROAD		US	NV	810422894	AUTOTOTE CORP	19920703	1-LAF	0	1231	8-K	20220228			20220301	2022-03-01 16:17:00.0	0	0	sgms-20220301_htm.xml	1					
0000750004-22-000007	750004	SCIENTIFIC GAMES CORP	7373	US	NV	LAS VEGAS	89119	6601 BERMUDA ROAD		7028977150	US	NV	LAS VEGAS	89119	6601 BERMUDA ROAD		US	NV	810422894	AUTOTOTE CORP	19920703	1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-03-01 17:02:00.0	0	1	sgms-20211231_htm.xml	1		7352575416.00	20210630		1
0000790526-22-000006	790526	RADNET, INC.	8071	US	CA	LOS ANGELES	90025	1510 COTNER AVE		3104787808	US	CA	LOS ANGELES	90025	1510 COTNER AVE		US	DE	133326724	PRIMEDEX HEALTH SYSTEMS INC	19930518	1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-03-01 17:06:00.0	0	1	rdnt-20211231_htm.xml	1		1500000000.00	20210630		1
0000811589-22-000010	811589	FIRST BANCORP /NC/	6022	US	NC	SOUTHERN PINES	28387	300 SW BROAD STREET		910-246-2500	US	NC	SOUTHERN PINES	28387	300 SW BROAD STREET		US	NC	561421916			1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-03-01 09:51:00.0	0	1	fbnc-20211231_htm.xml	1		1139076000.00	20210630		1
0000818479-22-000015	818479	DENTSPLY SIRONA INC.	3843	US	NC	CHARLOTTE	28277-3607	13320 BALLANTYNE CORPORATE PLACE		844-546-3722	US	NC	CHARLOTTE	28277-3607	13320 BALLANTYNE CORPORATE PLACE		US	DE	391434669	DENTSPLY INTERNATIONAL INC /DE/	19930630	1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-03-01 08:04:00.0	0	1	xray-20211231_htm.xml	1		13791201522.00	20210630		1
0000827187-22-000012	827187	SLEEP NUMBER CORP	2510	US	MN	MINNEAPOLIS	55404	1001 THIRD AVENUE SOUTH		7635517000	US	MN	MINNEAPOLIS	55404	1001 THIRD AVENUE SOUTH		US	MN	411597886	SELECT COMFORT CORP	19980821	1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-03-01 16:28:00.0	0	1	snbr-20220101_htm.xml	1		1734376000.00	20210630		1
0000837465-22-000005	837465	CALLAWAY GOLF CO	3949	US	CA	CARLSBAD	92008-8815	2180 RUTHERFORD RD		7609311771	US	CA	CARLSBAD	92008	2180 RUTHERFORD ROAD		US	DE	953797580	CALLAWAY GOLF	20070604	1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-03-01 15:02:00.0	0	1	ely-20211231_htm.xml	1		4007252039.00	20210630		1
0000842633-22-000005	842633	TRIMAS CORP	3460	US	MI	BLOOMFIELD HILLS	48304	38505 WOODWARD AVENUE	SUITE 200	2486315400	US	MI	BLOOMFIELD HILLS	48304	38505 WOODWARD AVENUE	SUITE 200	US	DE	382687639			1-LAF	0	1231	8-K	20220228			20220301	2022-03-01 09:39:00.0	0	0	trs-20220301_htm.xml	1					
0000842633-22-000008	842633	TRIMAS CORP	3460	US	MI	BLOOMFIELD HILLS	48304	38505 WOODWARD AVENUE	SUITE 200	2486315400	US	MI	BLOOMFIELD HILLS	48304	38505 WOODWARD AVENUE	SUITE 200	US	DE	382687639			1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-03-01 12:46:00.0	0	1	trs-20211231_htm.xml	1		1300000000.00	20210630		1
0000846617-22-000015	846617	DIME COMMUNITY BANCSHARES, INC. /NY/	6021	US	NY	HAUPPAUGE	11788	898 VETERANS MEMORIAL HIGHWAY	SUITE 560	6315371000	US	NY	HAUPPAUGE	11788	898 VETERANS MEMORIAL HIGHWAY	SUITE 560	US	NY	112934195	BRIDGE BANCORP, INC.	20190819	1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-02-28 19:57:00.0	0	1	dcom-20211231x10k_htm.xml	1		1150000000.00	20210630		1
0000846617-22-000017	846617	DIME COMMUNITY BANCSHARES, INC. /NY/	6021	US	NY	HAUPPAUGE	11788	898 VETERANS MEMORIAL HIGHWAY	SUITE 560	6315371000	US	NY	HAUPPAUGE	11788	898 VETERANS MEMORIAL HIGHWAY	SUITE 560	US	NY	112934195	BRIDGE BANCORP, INC.	20190819	1-LAF	0	1231	8-K	20220228			20220301	2022-02-28 20:34:00.0	0	0	dcom-20220228x8k_htm.xml	1					
0000856982-22-000013	856982	MERIT MEDICAL SYSTEMS INC	3841	US	UT	SOUTH JORDAN	84095	1600 WEST MERIT PARK WAY		8012531600	US	UT	SOUTH JORDAN	84095	1600 WEST MERIT PARKWAY		US	UT	870447695			1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-03-01 12:56:00.0	0	1	mmsi-20211231x10k_htm.xml	1		3600000000.00	20210630		1
0000858470-22-000009	858470	COTERRA ENERGY INC.	1311	US	TX	HOUSTON	77024	840 GESSNER ROAD, SUITE 1400		2815894600	US	TX	HOUSTON	77024	840 GESSNER ROAD, SUITE 1400		US	DE	043072771	CABOT OIL & GAS CORP	19920703	1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-03-01 16:45:00.0	0	1	cog-20211231_htm.xml	1		6900000000.00	20210630		1
0000874238-22-000020	874238	STERLING CONSTRUCTION CO INC	1600	US	TX	THE WOODLANDS	77380	1800 HUGHES LANDING BLVD.	SUITE 250	281-214-0800	US	TX	THE WOODLANDS	77380	1800 HUGHES LANDING BLVD.	SUITE 250	US	DE	251655321	OAKHURST CO INC	19950831	2-ACC	0	1231	8-K	20220228			20220301	2022-02-28 19:04:00.0	0	0	strl-20220228_htm.xml	1					
0000874238-22-000023	874238	STERLING CONSTRUCTION CO INC	1600	US	TX	THE WOODLANDS	77380	1800 HUGHES LANDING BLVD.	SUITE 250	281-214-0800	US	TX	THE WOODLANDS	77380	1800 HUGHES LANDING BLVD.	SUITE 250	US	DE	251655321	OAKHURST CO INC	19950831	2-ACC	0	1231	10-K	20211231	2021	FY	20220301	2022-03-01 16:21:00.0	1	1	strl-20211231_htm.xml	1		670600000.00	20210630		1
0000883902-22-000012	883902	CORNERSTONE BUILDING BRANDS, INC.	3448	US	NC	CARY	27513	5020 WESTON PARKWAY	SUITE 400	(888) 975-9436	US	NC	CARY	27513	5020 WESTON PARKWAY	SUITE 400	US	DE	760127701	NCI BUILDING SYSTEMS INC	19930328	1-LAF	0	1231	8-K	20220228			20220301	2022-03-01 08:57:00.0	0	0	cnr-20220301_htm.xml	1					
0000883902-22-000014	883902	CORNERSTONE BUILDING BRANDS, INC.	3448	US	NC	CARY	27513	5020 WESTON PARKWAY	SUITE 400	(888) 975-9436	US	NC	CARY	27513	5020 WESTON PARKWAY	SUITE 400	US	DE	760127701	NCI BUILDING SYSTEMS INC	19930328	1-LAF	0	1231	10-K	20211231	2021	FY	20220301	2022-03-01 09:19:00.0	0	1	cnr-20211231_htm.xml	1		966794672.00	20210630		1
0000884887-22-000008	884887	ROYAL CARIBBEAN CRUISES LTD	4400	US	FL	MIAMI	33132	1050 CARIBBEAN WAY		3055396000	US	FL	MIAMI	33132	1050 CARIBBEAN WAY				980081645	RA HOLDINGS INC	19920424	1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-03-01 09:15:00.0	0	1	rcl-20211231_htm.xml	1		21700000000.00	20210630		1
0000886346-22-000018	886346	KADANT INC	3550	US	MA	WESTFORD	01886	ONE TECHNOLOGY PARK DRIVE		(978) 776-2000	US	MA	WESTFORD	01886	ONE TECHNOLOGY PARK DRIVE		US	DE	521762325	THERMO FIBERTEK INC	19930328	1-LAF	1	1231	10-K	20211231	2021	FY	20220301	2022-03-01 16:30:00.0	0	1	kai-20220101_htm.xml	1		2020422000.00	20210630		1
