adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks	pubfloatusd	floatdate	floataxis	floatmems
0000950103-23-009816	1354327	PGT INNOVATIONS, INC.	3442	US	FL	NORTH VENICE	34275	1070 TECHNOLOGY DRIVE		941-480-1600	US	FL	NORTH VENICE	34275	1070 TECHNOLOGY DRIVE		US	DE	200634715	PGT, INC.	20060223	1-LAF	0	1231	8-K	20230630			20230703	2023-07-03 17:30:00.0	0	0	dp196528_8k_htm.xml	1					
0000950157-23-000735	750004	LIGHT & WONDER, INC.	7373	US	NV	LAS VEGAS	89119	6601 BERMUDA ROAD		7028977150	US	NV	LAS VEGAS	89119	6601 BERMUDA ROAD		US	NV	810422894	SCIENTIFIC GAMES CORP	20010427	1-LAF	0	1231	8-K	20230630			20230703	2023-07-03 15:06:00.0	0	0	form8-k_htm.xml	1					
0000950157-23-000737	1760717	SCIPLAY CORP	7374	US	NV	LAS VEGAS	89119	6601 BERMUDA ROAD		(702) 897-7150	US	NV	LAS VEGAS	89119	6601 BERMUDA ROAD		US	NV	832692460	SG SOCIAL GAMES CORP	20181204	2-ACC	0	1231	8-K	20230630			20230703	2023-07-03 15:30:00.0	0	0	form8-k_htm.xml	1					
0000950170-23-031189	1958086	CORE LABORATORIES INC. /DE/	1389	US	TX	HOUSTON	77040	6316 WINDFERN ROAD		713-328-2673	US	TX	HOUSTON	77040	6316 WINDFERN ROAD		US	DE	000000000	CORE LABORATORIES LUXEMBOURG S.A.	20221213		0	1231	8-K	20230630			20230703	2023-06-30 17:41:00.0	0	0	clb-20230628_htm.xml	1					
0000950170-23-031202	899460	MANNKIND CORP	2834	US	CT	DANBURY	06810	1 CASPER STREET		818-661-5000	US	CT	DANBURY	06810	1 CASPER STREET		US	DE	133607736			1-LAF	0	1231	8-K	20230630			20230703	2023-06-30 18:00:00.0	0	0	mnkd-20230626_htm.xml	1					
0000950170-23-031241	1318605	TESLA, INC.	3711	US	CA	PALO ALTO	94304	3500 DEER CREEK RD		650-681-5000	US	CA	PALO ALTO	94304	3500 DEER CREEK RD		US	DE	912197729	TESLA MOTORS INC	20050222	1-LAF	0	1231	8-K	20230630			20230703	2023-07-03 06:06:00.0	0	0	tsla-20230702_htm.xml	1					
0000950170-23-031255	1759824	ALTA EQUIPMENT GROUP INC.	5084	US	MI	LIVONIA	48150	13211 MERRIMAN ROAD		(248) 449-6700	US	MI	LIVONIA	48150	13211 MERRIMAN ROAD		US	DE	832583782	B. RILEY PRINCIPAL MERGER CORP.	20181121	2-ACC	0	1231	8-K	20230630			20230703	2023-07-03 07:01:00.0	0	0	altg-20230703_htm.xml	1					
0000950170-23-031257	1823466	FISCALNOTE HOLDINGS, INC.	7389	US	DC	WASHINGTON	20004	1201 PENNSYLVANIA AVENUE NW, 6TH FLOOR		202 793-5300	US	DC	WASHINGTON	20004	1201 PENNSYLVANIA AVENUE NW, 6TH FLOOR		US	DE	000000000	DUDDELL STREET ACQUISITION CORP.	20200902	4-NON	0	1231	8-K	20230630			20230703	2023-07-03 07:11:00.0	0	0	note-20230630_htm.xml	1					
0000950170-23-031260	1702750	BYLINE BANCORP, INC.	6022							773-244-7000	US	IL	CHICAGO	60601	180 NORTH LASALLE STREET, SUITE 300				363012593			2-ACC	0		8-K	20230630			20230703	2023-07-03 07:30:00.0	0	0	by-20230701_htm.xml	1					
0000950170-23-031264	1811115	RENALYTIX PLC	8071	GB		LONDON	EC1V 9EE	FINSGATE	5-7 CRANWOOD STREET	44 29 2071 0570	GB		LONDON	EC1V 9EE	FINSGATE	5-7 CRANWOOD STREET	US	DE	000000000	RENALYTIX AI PLC	20200430	4-NON	0	0630	8-K	20230630			20230703	2023-07-03 08:01:00.0	0	0	rnlx-20230703_htm.xml	1					
0000950170-23-031265	1638290	MASTERCRAFT BOAT HOLDINGS, INC.	3730	US	TN	VONORE	37855	100 CHEROKEE COVE DRIVE		(423) 884-2221	US	TN	VONORE	37855	100 CHEROKEE COVE DRIVE		US	DE	061571747	MCBC HOLDINGS, INC.	20150331	2-ACC	0	0630	8-K	20230630			20230703	2023-07-03 08:15:00.0	0	0	mcft-20230627_htm.xml	1					
0000950170-23-031269	1445283	KINETA, INC./DE	2834	US	WA	SEATTLE	98109	219 TERRY AVE. N.	SUITE 300	(206) 378-0400	US	WA	SEATTLE	98109	219 TERRY AVE. N.	SUITE 300	US	DE	000000000	YUMANITY THERAPEUTICS, INC.	20201223	4-NON	0	1231	8-K	20230630			20230703	2023-07-03 09:31:00.0	0	0	ka-20230627_htm.xml	1					
0000950170-23-031345	1604477	SQZ BIOTECHNOLOGIES CO	2836	US	MA	WATERTOWN	02472	200 ARSENAL YARDS BLVD., STE. 210		617-898-8824	US	MA	WATERTOWN	02472	200 ARSENAL YARDS BLVD., STE. 210		US	DE	462431115			4-NON	0	1231	8-K	20230630			20230703	2023-07-03 13:53:00.0	0	0	sqz-20230703_htm.xml	1					
0000950170-23-031366	1811115	RENALYTIX PLC	8071	GB		LONDON	EC1V 9EE	FINSGATE	5-7 CRANWOOD STREET	44 29 2071 0570	GB		LONDON	EC1V 9EE	FINSGATE	5-7 CRANWOOD STREET	US	DE	000000000	RENALYTIX AI PLC	20200430	4-NON	0	0630	8-K	20230630			20230703	2023-07-03 14:30:00.0	0	0	rnlx-20230701_htm.xml	1					
0000950170-23-031408	1609065	PATHFINDER BANCORP, INC.	6022	US	NY	OSWEGO	13126	214 WEST FIRST STREET		(315) 343-0057	US	NY	OSWEGO	13126	214 WEST FIRST STREET		US	MD	383941859			4-NON	0	1231	8-K	20230630			20230703	2023-07-03 16:23:00.0	0	0	pbhc-20230703_htm.xml	1					
0000950170-23-031423	1564902	SEAWORLD ENTERTAINMENT, INC.	7990	US	FL	ORLANDO	32821	6240 SEA HARBOR DRIVE		(407) 226-5011	US	FL	ORLANDO	32821	6240 SEA HARBOR DRIVE		US	DE	271220297			1-LAF	0	1231	8-K	20230630			20230703	2023-07-03 16:56:00.0	0	0	seas-20230628_htm.xml	1					
0001013237-23-000070	1013237	FACTSET RESEARCH SYSTEMS INC	7370	US	CT	NORWALK	06850	45 GLOVER AVENUE		2038101000	US	CT	NORWALK	06850	45 GLOVER AVENUE		US	DE	133362547			1-LAF	0	0831	10-Q	20230531	2023	Q3	20230703	2023-07-03 07:48:00.0	0	1	fds-20230531_htm.xml	1					
0001096056-23-000029	1096056	LUXFER HOLDINGS PLC	2810	GB		MANCHESTER	M27 8LN	LUMNS LANE		44161300-0600	GB		MANCHESTER	M27 8LN	LUMNS LANE		GB		000000000			2-ACC	0	1231	8-K	20230630	2023	Q2	20230703	2023-07-03 06:19:00.0	0	0	lxfr-20230629_htm.xml	1					
0001104659-23-077288	1499961	MULLEN AUTOMOTIVE INC.	7374	US	CA	BREA	92821	1405 PIONEER STREET		7146131900	US	CA	BREA	92821	1405 PIONEER STREET				901025599	NET ELEMENT, INC.	20131206	4-NON	0	0930	8-K/A	20230630			20230703	2023-06-30 20:43:00.0	0	0	tm2320338d2_8ka_htm.xml	1					
0001104659-23-077301	1759546	LORDSTOWN MOTORS CORP.	3711	US	OH	LORDSTOWN	44481	2300 HALLOCK YOUNG ROAD		234-285-4001	US	OH	LORDSTOWN	44481	2300 HALLOCK YOUNG ROAD		US	DE	832533239	DIAMONDPEAK HOLDINGS CORP.	20181120	4-NON	0	1231	8-K	20230630			20230703	2023-07-03 06:01:00.0	0	0	tm2320293d1_8k_htm.xml	1					
0001104659-23-077307	1035092	SHORE BANCSHARES INC	6021	US	MD	EASTON	21601-3013	18 EAST DOVER STREET		4108221400	US	MD	EASTON	21601-3013	18 EAST DOVER STREET		US	MD	521974638			4-NON	0	1231	8-K	20230630			20230703	2023-07-03 06:02:00.0	0	0	tm2320345d1_8k_htm.xml	1					
0001104659-23-077313	837852	IDEANOMICS, INC.	3711	US	NY	NEW YORK	10018	1441 BROADWAY	5TH FLOOR, SUITE#5116	212-206-1216	US	NY	NEW YORK	10018	1441 BROADWAY	5TH FLOOR, SUITE#5116	US	NV	201777837	SEVEN STARS CLOUD GROUP, INC.	20170811	2-ACC	0	1231	8-K/A	20230131			20230703	2023-07-03 06:03:00.0	0	0	tm2320367d1_8ka_htm.xml	1					
0001104659-23-077317	1581874	TERRA SECURED INCOME FUND 5, LLC	6798	US	NY	NEW YORK	10022	805 THIRD AVENUE	8TH FLOOR	212-753-5100	US	NY	NEW YORK	10022	805 THIRD AVENUE	8TH FLOOR	US	DE	000000000			4-NON	0	1231	8-K	20230630			20230703	2023-07-03 06:04:00.0	0	0	tm2320399d1_8k_htm.xml	1					
0001104659-23-077319	1568162	NECESSITY RETAIL REIT, INC.	6798	US	NY	NEW YORK	10019	650 FIFTH AVE	30TH FLOOR	212-415-6500	US	NY	NEW YORK	10019	650 FIFTH AVE	30TH FLOOR	US	MD	900929989	AMERICAN FINANCE TRUST, INC	20150623	1-LAF	0	1231	8-K	20230630			20230703	2023-07-03 06:05:00.0	0	0	tm2320029d1_8k_htm.xml	1					
0001104659-23-077333	1561032	HEALTHCARE TRUST, INC.	6798	US	NY	NEW YORK	10019	650 FIFTH AVENUE	30TH FLOOR	212-415-6500	US	NY	NEW YORK	10019	650 FIFTH AVENUE	30TH FLOOR	US	MD	383888962	AMERICAN REALTY CAPITAL HEALTHCARE TRUST II, INC.	20121025	4-NON	0	1231	8-K	20230630			20230703	2023-07-03 06:13:00.0	0	0	tm2320039d1_8k_htm.xml	1					
0001104659-23-077356	1526113	GLOBAL NET LEASE, INC.	6798	US	NY	NEW YORK	10019	650 FIFTH AVE	30TH FLOOR	212-415-6500	US	NY	NEW YORK	10019	650 FIFTH AVE	30TH FLOOR			452771978	AMERICAN REALTY CAPITAL GLOBAL TRUST, INC.	20120810	1-LAF	0	1231	8-K	20230630			20230703	2023-07-03 06:22:00.0	0	0	tm2320026d1_8k_htm.xml	1					
0001104659-23-077386	1614806	GREAT AJAX CORP.	6798	US	OR	TIGARD	97223	13190 SW 68TH PARKWAY	SUITE 110	503-505-5670	US	OR	TIGARD	97223	13190 SW 68TH PARKWAY	SUITE 110	US	MD	465211780			2-ACC	0	1231	8-K	20230630			20230703	2023-07-03 06:56:00.0	0	0	tm2320412d1_8k_htm.xml	1					
0001104659-23-077393	1265131	HILLTOP HOLDINGS INC.	6022	US	TX	DALLAS	75205	6565 HILLCREST AVE.		214.855.2177	US	TX	DALLAS	75205	6565 HILLCREST AVE.		US	MD	841477939	AFFORDABLE RESIDENTIAL COMMUNITIES INC	20030929	1-LAF	0	1231	8-K	20230630			20230703	2023-07-03 07:00:00.0	0	0	tm2320416d1_8k_htm.xml	1					
0001104659-23-077395	1411342	ELLINGTON FINANCIAL INC.	6500	US	CT	GREENWICH	06870	53 Forest Ave		203-698-1200	US	CT	Greenwich	06870	53 Forest Ave		US	DE	000000000	ELLINGTON FINANCIAL LLC	20070831	1-LAF	0	1231	8-K	20230630			20230703	2023-07-03 07:01:00.0	0	0	tm2320414d1_8k_htm.xml	1					
0001104659-23-077410	1875558	NUVECTIS PHARMA, INC.	2834	US	NJ	FORT LEE	07024	1 BRIDGE PLAZA, SUITE 275		360-837-7232	US	NJ	FORT LEE	07024	1 BRIDGE PLAZA, SUITE 275		US	DE	862405608			4-NON	0	1231	8-K	20230630			20230703	2023-07-03 08:00:00.0	0	0	tm2320415d1_8k_htm.xml	1					
0001104659-23-077421	855874	COMMUNITY FINANCIAL CORP /MD/	6022	US	MD	WALDORF	20601	3035 LEONARDTOWN RD	P O BOX 38	3016455601	US	MD	WALDORF	20601	3035 LEONARDTOWN ROAD		US	MD	521652138	TRI COUNTY FINANCIAL CORP /MD/	19920703	4-NON	0	1231	8-K	20230630			20230703	2023-07-03 08:41:00.0	0	0	tm2320407d1_8k_htm.xml	1					
0001104659-23-077424	1422183	FS KKR CAPITAL CORP		US	PA	PHILADELPHIA	19112	201 ROUSE BOULEVARD		215-495-1150	US	PA	PHILADELPHIA	19112	201 ROUSE BOULEVARD		US	MD	261630040	FS INVESTMENT CORP	20080618	1-LAF	0	1231	8-K	20230630			20230703	2023-07-03 08:51:00.0	0	0	tm2320343d1_8k_htm.xml	1					
0001104659-23-077532	1821159	EVGO INC.	7500	US	CA	LOS ANGELES	90064	11835 WEST OLYMPIC BOULEVARD	SUITE 900E	(310) 954-2900	US	CA	LOS ANGELES	90064	11835 WEST OLYMPIC BOULEVARD	SUITE 900E	US	DE	000000000	EVGO INC	20210702	4-NON	0	1231	8-K	20230630			20230703	2023-07-03 13:15:00.0	0	0	tm2320349d1_8k_htm.xml	1					
0001104659-23-077539	1674365	APTINYX INC.	2834	US	IL	EVANSTON	60201	1801 MAPLE AVENUE	SUITE 4300	847-871-0377	US	IL	EVANSTON	60201	909 DAVIS STREET	SUITE 600	US	DE	474626057			4-NON	0	1231	8-K	20230630			20230703	2023-07-03 13:31:00.0	0	0	tm2320404d1_8k_htm.xml	1					
0001104659-23-077544	1035201	CALIFORNIA WATER SERVICE GROUP	4941	US	CA	SAN JOSE	95112	1720 N FIRST ST	C/O CALIFORNIA WATER SERVICE CO	4083678200	US	CA	SAN JOSE	95112	1720 FIRST ST	C/O CALIFORNIA WATER SERVICE CO	US	DE	770448994			1-LAF	0	1231	8-K	20230630			20230703	2023-07-03 13:39:00.0	0	0	tm2320469d1_8k_htm.xml	1					
0001104659-23-077547	1743745	GREENLANE HOLDINGS, INC.	5099	US	FL	BOCA RATON	33487	1095 BROKEN SOUND PARKWAY	SUITE 100	877-292-7660	US	FL	BOCA RATON	33487	1095 BROKEN SOUND PARKWAY	SUITE 100	US	DE	830806637			4-NON	0	1231	8-K	20230630			20230703	2023-07-03 13:43:00.0	0	0	tm2320389d1_8k_htm.xml	1					
0001104659-23-077580	314203	MCEWEN MINING INC.	1040	CA	ON	TORONTO	M5H 1J9	SUITE 2800	150 KING STREET WEST, P.O. BOX 24	647-258-0395	CA	ON	TORONTO	M5H 1J9	SUITE 2800	150 KING STREET WEST, P.O. BOX 24	US	CO	840796160	U S GOLD CORP	19920703	2-ACC	0	1231	8-K	20230630			20230703	2023-07-03 15:31:00.0	0	0	tm2320276d1_8k_htm.xml	1					
0001104659-23-077598	1094038	MARKER THERAPEUTICS, INC.	2834	US	TX	HOUSTON	77032	4551 KENNEDY COMMERCE DR.		(713) 400-6400	US	TX	HOUSTON	77032	4551 KENNEDY COMMERCE DR.		US	DE	880277072	TAPIMMUNE INC.	20170629	4-NON	0	1231	8-K	20230630			20230703	2023-07-03 16:05:00.0	0	0	tm2319618d3_8k_htm.xml	1					
0001104659-23-077599	1377121	PROTAGONIST THERAPEUTICS, INC	2834	US	CA	NEWARK	94560-1160	7707 GATEWAY BLVD., SUITE 140		(510) 474-0170	US	CA	NEWARK	94560-1160	7707 GATEWAY BLVD., SUITE 140		US	DE	980505495	PROTAGONIST THERAPEUTICS INC	20130605	4-NON	0	1231	8-K	20230630			20230703	2023-07-03 16:06:00.0	0	0	tm2320477d1_8k_htm.xml	1					
0001104659-23-077604	1038074	SILICON LABORATORIES INC.	3674	US	TX	AUSTIN	78701	400 W CESAR CHAVEZ		5124168500	US	TX	AUSTIN	78701	400 W CESAR CHAVEZ		US	DE	742793174	SILICON LABORATORIES INC	20000105	1-LAF	0	1231	8-K	20230630			20230703	2023-07-03 16:10:00.0	0	0	tm2320321d1_8k_htm.xml	1					
0001104659-23-077607	1768946	BIOPHYTIS SA	2834	FR		PARIS	75001	SORBONNE UNIVERSITY, BC 9	BATIMENT A 4EME ETAGE, 4 PLACE JUSSIEU	33 1 44 37 23 00	FR		PARIS	75001	SORBONNE UNIVERSITY, BC 9	BATIMENT A 4EME ETAGE, 4 PLACE JUSSIEU	FR		000000000			4-NON	0	1231	20-F/A	20221231	2022	FY	20230703	2023-07-03 16:15:00.0	0	0	tm2320372d2_20fa_htm.xml	1					
0001104659-23-077610	36377	FIRST HAWAIIAN, INC.	6022	US	HI	HONOLULU	96813	999 BISHOP STREET		808-525-7000	US	HI	HONOLULU	96813	999 BISHOP STREET		US	DE	990156159	BANCWEST CORP/HI	19981105	1-LAF	0	1231	8-K	20230630			20230703	2023-07-03 16:15:00.0	0	0	tm2319880d1_8k_htm.xml	1					
0001104659-23-077614	1465128	STARWOOD PROPERTY TRUST, INC.	6798	US	CT	GREENWICH	06830	C/O STARWOOD CAPITAL GROUP	591 WEST PUTNAM AVENUE	(203) 422-7700	US	CT	GREENWICH	06830	C/O STARWOOD CAPITAL GROUP	591 WEST PUTNAM AVENUE			270247747			1-LAF	0	1231	8-K	20230630			20230703	2023-07-03 16:17:00.0	0	0	tm2320374d1_8k_htm.xml	1					
0001104659-23-077663	1585608	JAGUAR HEALTH, INC.	2834	US	CA	SAN FRANCISCO	94104	200 PINE STREET SUITE 400		415-371-8300	US	CA	SAN FRANCISCO	94104	200 PINE STREET SUITE 400		US	DE	000000000	JAGUAR ANIMAL HEALTH, INC.	20130830	4-NON	0	1231	8-K	20230630			20230703	2023-07-03 17:01:00.0	0	0	tm2320100d1_8k_htm.xml	1					
0001104659-23-077684	1819516	WHEELS UP EXPERIENCE INC.	4522	US	NY	NEW YORK	10001	601 WEST 26TH STREET	SUITE 900	1-855-359-8760	US	NY	NEW YORK	10001	601 WEST 26TH STREET	SUITE 900			981617611	ASPIRATIONAL CONSUMER LIFESTYLE CORP.	20200729	2-ACC	0	1231	8-K/A	20230430			20230703	2023-07-03 17:16:00.0	0	0	tm2320455d1_8ka_htm.xml	1					
0001108426-23-000041	1108426	PNM RESOURCES INC	4911	US	NM	ALBUQUERQUE	87102-3289	414 SILVER AVE. SW		5052412700	US	NM	ALBUQUERQUE	87102-3289	414 SILVER AVE. SW	ATTN: MS 0905 - CATHY MARTINEZ	US	NM	850019030	MANZANO CORP	20000303	1-LAF	0	1231	8-K	20230630			20230703	2023-07-03 07:16:00.0	0	0	pnm-20230703_htm.xml	1					
0001130713-23-000047	1130713	OVERSTOCK.COM, INC	5961	US	UT	MIDVALE	84047	799 W. COLISEUM WAY		8019473100	US	UT	MIDVALE	84047	799 W. COLISEUM WAY		US	DE	870634302	OVERSTOCK COM INC	20001227	1-LAF	1	1231	10-K/A	20221231	2022	FY	20230703	2023-07-03 17:26:00.0	0	0	ostk-20221231_htm.xml	1		1100000000.00	20220630		1
0001131554-23-000051	1131554	SYNCHRONOSS TECHNOLOGIES INC	7371	US	NJ	BRIDGEWATER	08807	200 CROSSING BOULEVARD	3RD FLOOR	866-620-3940	US	NJ	BRIDGEWATER	08807	200 CROSSING BOULEVARD	3RD FLOOR			061594540			2-ACC	0	1231	8-K	20230630			20230703	2023-07-03 16:03:00.0	1	0	sncr-20230629_htm.xml	1					
0001131554-23-000053	1131554	SYNCHRONOSS TECHNOLOGIES INC	7371	US	NJ	BRIDGEWATER	08807	200 CROSSING BOULEVARD	3RD FLOOR	866-620-3940	US	NJ	BRIDGEWATER	08807	200 CROSSING BOULEVARD	3RD FLOOR			061594540			2-ACC	0	1231	8-K/A	20230531			20230703	2023-07-03 16:04:00.0	0	0	sncr-20230614_htm.xml	1					
0001133311-23-000024	1133311	TRAVELZOO	7310	US	NY	NEW YORK	10022	590 MADISON AVENUE	35TH FLOOR	2124844900	US	NY	NEW YORK	10022	590 MADISON AVENUE	35TH FLOOR	US	DE	364415727	TRAVELZOO INC	20010126	4-NON	0	1231	8-K	20230630			20230703	2023-07-03 16:25:00.0	0	0	tzoo-20230627_htm.xml	1					
0001140361-23-032728	1042046	AMERICAN FINANCIAL GROUP INC	6331	US	OH	CINCINNATI	45202	GREAT AMERICAN INSURANCE GROUP TOWER	301 E. 4TH STREET	5135792121	US	OH	CINCINNATI	45202	GREAT AMERICAN INSURANCE GROUP TOWER	301 E. 4TH STREET	US	OH	311544320	AMERICAN FINANCIAL GROUP HOLDINGS INC	19970709	1-LAF	0	1231	8-K	20230630			20230703	2023-07-03 14:41:00.0	0	0	brhc20055436_8k_htm.xml	1					
0001140361-23-032772	1911321	KENNEDY LEWIS CAPITAL CO		US	NY	NEW YORK	10281	225 LIBERTY STREET	SUITE 4210	212.782.3482	US	NY	NEW YORK	10281	225 LIBERTY STREET	SUITE 4210	US	DE	000000000	KENNEDY LEWIS CAPITAL HOLDINGS LLC	20221129	4-NON	0	1231	8-K	20230630			20230703	2023-07-03 15:55:00.0	0	0	brhc20055426_8k_htm.xml	1					
0001140361-23-032780	1815849	ATI PHYSICAL THERAPY, INC.	8050	US	IL	BOILINGBROOK	60440	790 REMINGTON BOULEVARD		630-296-2223	US	IL	BOILINGBROOK	60440	790 REMINGTON BOULEVARD		US	DE	851408039	FORTRESS VALUE ACQUISITION CORP. II	20200622	2-ACC	0	1231	8-K	20230630			20230703	2023-07-03 16:05:00.0	0	0	brhc20055261_8k_htm.xml	1					
0001140361-23-032811	1870129	ROSE HILL ACQUISITION CORP	6770	US	GA	ATLANTA	30327	981 DAVIS DR NW		404-973-7681	US	GA	ATLANTA	30327	981 DAVIS DR NW		KY		000000000			4-NON	0	1231	8-K	20230630			20230703	2023-07-03 16:51:00.0	0	0	brhc20055448_8k_htm.xml	1					
0001140361-23-032813	1838821	ARYA SCIENCES ACQUISITION CORP IV	6770	US	NY	NEW YORK	10003	51 ASTOR PLACE, 10TH FLOOR		212-284-2300	US	NY	NEW YORK	10003	51 ASTOR PLACE, 10TH FLOOR		KY		000000000			4-NON	0	1231	8-K	20230630			20230703	2023-07-03 16:53:00.0	0	0	brhc20055085_8k_htm.xml	1					
0001140361-23-032815	1113148	INFINITY PHARMACEUTICALS, INC.	2834	US	MA	CAMBRIDGE	02138	1100 MASSACHUSETTS AVENUE	FLOOR 4	6174531000	US	MA	CAMBRIDGE	02138	1100 MASSACHUSETTS AVENUE	FLOOR 4	US	DE	330655706	INFINITY PHARMACEUTICALS, INC./NEW/	20060913	4-NON	0	1231	8-K	20230630			20230703	2023-07-03 16:56:00.0	0	0	brhc20055443_8k_htm.xml	1					
0001140361-23-032817	1852432	ARYA SCIENCES ACQUISITION CORP V	6770	US	NY	NEW YORK	10003	51 ASTOR PLACE, 10TH FLOOR		212-284-2300	US	NY	NEW YORK	10003	51 ASTOR PLACE, 10TH FLOOR		KY		000000000			4-NON	0	1231	8-K	20230630			20230703	2023-07-03 17:05:00.0	0	0	brhc20055258_8k_htm.xml	1					
0001193125-23-180722	1501989	CYTOMX THERAPEUTICS, INC.	2834	US	CA	SOUTH SAN FRANCISCO	94080	151 OYSTER POINT BLVD.	SUITE 400	650.515.3185	US	CA	SOUTH SAN FRANCISCO	94080	151 OYSTER POINT BLVD.	SUITE 400			273521219			4-NON	0	1231	8-K	20230630			20230703	2023-06-30 19:07:00.0	0	0	d500160d8k_htm.xml	1					
0001193125-23-180782	1855485	FIRST LIGHT ACQUISITION GROUP, INC.	2836	US	VA	RESTON	20190	11110 SUNSET HILLS ROAD #2278		202-503-9255	US	VA	RESTON	20190	11110 SUNSET HILLS ROAD #2278		US	DE	862967193			4-NON	0	1231	S-4/A	20230331			20230703	2023-06-30 20:47:00.0	1	1	d431982ds4a_htm.xml	1					
0001193125-23-180915	1838987	FREEDOM ACQUISITION I CORP.	3674	KY		GRAND CAYMAN	KY1-1104	C/O MAPLES CORPORATE SERVICES LIMITED	UGLAND HOUSE, PO BOX 309	(212) 618-1798	KY		GRAND CAYMAN	KY1-1104	C/O MAPLES CORPORATE SERVICES LIMITED	UGLAND HOUSE, PO BOX 309	KY		000000000			4-NON	0	1231	8-K	20230630			20230703	2023-07-03 06:06:00.0	1	0	d504088d8k_htm.xml	1					
