adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks	pubfloatusd	floatdate	floataxis	floatmems
0000801348-22-000007	801348	PRUCO LIFE VARIABLE CONTRACT REAL PROPERTY ACCOUNT	6500	US	NJ	NEWARK	07102-2992	213 WASHINGTON STREET		9738022497	US	NJ	NEWARK	07102	PRUCO LIFE INSURANCE CO	213 WASHINGTON STREET	US	AZ	221944557	PRUDENTIAL REAL PROPERTY ACCOUNT OF PRUCO LIFE INS CO	19880919	4-NON	0	1231	POS AM	20211231	2021	FY	20220401	2022-03-31 22:01:00.0	0	1	cik801348-20220331_htm.xml	1					
0000805928-22-000045	805928	AXOGEN, INC.	3845	US	FL	ALACHUA	32615	13631 PROGRESS BLVD.	SUITE 400	(386) 462-6817	US	FL	ALACHUA	32615	13631 PROGRESS BLVD.	SUITE 400	US	MN	411301878	AXOGEN, INC.	20111004	2-ACC	0	1231	8-K	20220331			20220401	2022-04-01 16:45:00.0	0	0	axgn-20220316_htm.xml	1					
0000821026-22-000115	821026	ANDERSONS, INC.	5150	US	OH	MAUMEE	43537	1947 BRIARFIELD BOULEVARD		(419)893-5050	US	OH	MAUMEE	43537	1947 BRIARFIELD BOULEVARD		US	OH	341562374	ANDERSONS INC	19960117	1-LAF	0	1231	8-K	20220331			20220401	2022-04-01 12:58:00.0	0	0	ande-20220328_htm.xml	1					
0000821483-22-000029	821483	PAR PACIFIC HOLDINGS, INC.	1311	US	TX	HOUSTON	77024	825 TOWN & COUNTRY LANE	SUITE 1500	(281) 899-4800	US	TX	HOUSTON	77024	825 TOWN & COUNTRY LANE	SUITE 1500	US	DE	841060803	PAR PETROLEUM CORP/CO	20120907	1-LAF	0	1231	8-K	20220331			20220401	2022-04-01 13:02:00.0	0	0	parr-20220330_htm.xml	1					
0000827054-22-000062	827054	MICROCHIP TECHNOLOGY INC	3674	US	AZ	CHANDLER	85224-6199	2355 W CHANDLER BLVD		480-792-7200	US	AZ	CHANDLER	85224-6199	2355 WEST CHANDLER BLVD		US	DE	860629024			1-LAF	0	0331	8-K	20220331			20220401	2022-04-01 16:23:00.0	0	0	mchp-20220401_htm.xml	1					
0000829114-22-000006	829114	PRUCO LIFE OF NEW JERSEY VARIABLE CONTRACT REAL PROPERTY ACC	6500	US	NJ	NEWARK	07102	PRUCO LIFE INSURANCE CO OF NEW JERSEY	213 WASHINGTON STREET	9738022497	US	NJ	NEWARK	07102	PRUCO LIFE INSURANCE CO OF NEW JERSEY	213 WASHINGTON STREET	US	NJ	222426091			4-NON	0	1231	POS AM	20211231	2021	FY	20220401	2022-03-31 21:59:00.0	0	1	cik829114-20220331_htm.xml	1					
0000846581-22-000006	846581	PRUDENTIAL VARIABLE CONTRACT REAL PROPERTY ACCOUNT	6500	US	NJ	NEWARK	07102	PRUDENTIAL INSURANCE COMPANY OF AMERICA	213 WASHINGTON STREET	9738022497	US	NJ	NEWARK	07102	PRUDENTIAL INSURANCE COMPANY OF AMERICA	213 WASHINGTON STREET	US	NJ	221211670			4-NON	0	1231	POS AM	20211231	2021	FY	20220401	2022-03-31 21:54:00.0	0	1	cik846581-20220331_htm.xml	1					
0000885978-22-000020	885978	U S PHYSICAL THERAPY INC /NV	8000	US	TX	HOUSTON	77043	1300 WEST SAM HOUSTON PARKWAY	SUITE 300	7132977000	US	TX	HOUSTON	77043	1300 WEST SAM HOUSTON PARKWAY	SUITE 300	US	NV	760364866			1-LAF	0	1231	8-K	20220331			20220401	2022-04-01 09:04:00.0	0	0	form8-k_htm.xml	1					
0000891092-22-001164	1534155	AMERI METRO, INC. (FORMERLY YELLOWWOOD)	1600	US	PA	YORK	17402	2575 EASTERN BLVD. # 211		717-701-7726	US	PA	YORK	17402	2575 EASTERN BLVD. # 211		US	DE	451877342	YELLOWWOOD ACQUISITION CORP	20111102	4-NON	0	0731	8-K/A	20220228			20220401	2022-04-01 14:24:00.0	0	0	armt8karf_htm.xml	1					
0000898173-22-000017	898173	O REILLY AUTOMOTIVE INC	5531	US	MO	SPRINGFIELD	65802	233 S PATTERSON AVE		417-829-5878	US	MO	SPRINGFIELD	65802	233 S PATTERSON AVE				274358837			1-LAF	0	1231	8-K	20220331			20220401	2022-04-01 16:31:00.0	0	0	orly-20220401x8k_htm.xml	1					
0000899923-22-000036	899923	MYRIAD GENETICS INC	2835	US	UT	SALT LAKE CITY	84108	320 WAKARA WAY		801-584-3600	US	UT	SALT LAKE CITY	84108	320 WAKARA WAY		US	DE	870494517			1-LAF	0	1231	8-K	20220331			20220401	2022-04-01 16:23:00.0	0	0	mygn-20220401_htm.xml	1					
0000927089-22-000036	1901637	USCB FINANCIAL HOLDINGS, INC.	6022	US	FL	DORAL	33172	2301 NW 87TH AVENUE		(305) 715-5200	US	FL	DORAL	33172	2301 NW 87TH AVENUE		US	FL	874070846			4-NON	0	1231	8-K	20220331			20220401	2022-04-01 17:18:00.0	0	0	uscb20220401_8k_htm.xml	1					
0000927653-22-000027	927653	MCKESSON CORP	5122	US	TX	IRVING	75039	6555 STATE HIGHWAY 161		972-446-4800	US	TX	IRVING	75039	6555 STATE HIGHWAY 161		US	DE	943207296	MCKESSON HBOC INC	19990115	1-LAF	0	0331	8-K	20220331			20220401	2022-04-01 08:19:00.0	0	0	mck-20220331_htm.xml	1					
0000950103-22-005787	834071	TOYOTA MOTOR CREDIT CORP	6141	US	TX	PLANO	75024	6565 HEADQUARTERS DRIVE, W2-3D		(469) 486-9013	US	TX	PLANO	75024	6565 HEADQUARTERS DRIVE, W2-3D		US	CA	953775816			4-NON	0	0331	8-K	20220331			20220401	2022-04-01 06:34:00.0	0	0	dp169788_8k_htm.xml	1					
0000950170-22-005256	1751299	KALEIDO BIOSCIENCES, INC.	2836	US	MA	BEDFORD	01730	18 CROSBY DRIVE		617-674-9000	US	MA	BEDFORD	01730	18 CROSBY DRIVE		US	DE	000000000			4-NON	0	1231	10-K	20211231	2021	FY	20220401	2022-03-31 18:25:00.0	0	1	kldo-20211231_htm.xml	1		142280000.00	20210630		1
0000950170-22-005258	1339605	H&E EQUIPMENT SERVICES, INC.	7350	US	LA	BATON ROUGE	70809	7500 PECUE LANE		(225) 298-5200	US	LA	BATON ROUGE	70809	7500 PECUE LANE				810553291			1-LAF	0	1231	8-K	20220331			20220401	2022-04-01 07:06:00.0	0	0	hees-20220328_htm.xml	1					
0000950170-22-005271	1058867	GUARANTY BANCSHARES INC /TX/	6021	US	TX	MOUNT PLEASANT	75455	201 SOUTH JEFFERSON AVENUE		9035729881	US	TX	MOUNT PLEASANT	75455	201 SOUTH JEFFERSON AVENUE		US	TX	751656431			2-ACC	0	1231	8-K	20220331			20220401	2022-04-01 11:09:00.0	0	0	gnty-20220401_htm.xml	1					
0000950170-22-005289	815094	ABIOMED INC	3841	US	MA	DANVERS	01923	22 CHERRY HILL DR		9787775410	US	MA	DANVERS	01923	22 CHERRY HILL DRIVE		US	DE	042743260			1-LAF	0	0331	8-K	20220331			20220401	2022-04-01 16:31:00.0	0	0	abmd-20220401_htm.xml	1					
0000950170-22-005290	862861	JANONE INC.	5700	US	NV	LAS VEGAS	89119	325 E. WARM SPRINGS ROAD	SUITE 102	702-997-5968	US	NV	LAS VEGAS	89119	325 E. WARM SPRINGS ROAD	SUITE 102	US	NV	411454591	APPLIANCE RECYCLING CENTERS OF AMERICA INC /MN	19930328	4-NON	0	1231	10-K	20211231	2021	FY	20220401	2022-04-01 16:32:00.0	0	1	jan-20220101_htm.xml	1		12901142.00	20210630		1
0000950170-22-005291	79282	BROWN & BROWN, INC.	6411	US	FL	DAYTONA BEACH	32114	300 N. BEACH STREET		386-252-9601	US	FL	DAYTONA BEACH	32114	300 N. BEACH STREET		US	FL	590864469	BROWN & BROWN, INC	20171108	1-LAF	0	1231	8-K	20220331			20220401	2022-04-01 17:01:00.0	0	0	bro-20220331_htm.xml	1					
0000950170-22-005293	889900	PATTERSON UTI ENERGY INC	1381	US	TX	HOUSTON	77064	10713 WEST SAM HOUSTON PARKWAY NORTH	SUITE 800	2817657100	US	TX	HOUSTON	77064	10713 WEST SAM HOUSTON PARKWAY NORTH	SUITE 800	US	DE	752504748	PATTERSON ENERGY INC	19940228	1-LAF	0	1231	8-K	20220331			20220401	2022-04-01 17:07:00.0	0	0	pten-20220401_htm.xml	1					
0001026655-22-000020	1026655	CORE MOLDING TECHNOLOGIES INC	3089	US	OH	COLUMBUS	43228	800 MANOR PARK DRIVE	P O BOX 28183	8006666960	US	OH	COLUMBUS	43228	800 MANOR PARK DR	P O BOX 28183	US	DE	311481870	CORE MATERIALS CORP	19961107	4-NON	0	1231	8-K	20220331			20220401	2022-04-01 10:33:00.0	0	0	cmt-20220401_htm.xml	1					
0001039684-22-000027	1039684	ONEOK INC /NEW/	4923	US	OK	TULSA	74103	100 WEST 5TH ST		9185887000	US	OK	TULSA	74103	100 WEST 5TH ST		US	OK	731520922	WAI INC	19970519	1-LAF	0	1231	8-K	20220331			20220401	2022-04-01 16:24:00.0	0	0	oke-20220331_htm.xml	1					
0001051514-22-000042	1051514	STRATA SKIN SCIENCES, INC.	3841	US	PA	HORSHAM	19044	5 WALNUT GROVE DRIVE	SUITE 140	215-619-3200	US	PA	HORSHAM	19044	5 WALNUT GROVE DRIVE	SUITE 140	US	DE	133986004	MELA SCIENCES, INC. /NY	20100504	4-NON	0	1231	8-K	20220331			20220401	2022-04-01 16:01:00.0	0	0	form_8-k_htm.xml	1					
0001056903-22-000037	1056903	AMERICAN STATES WATER CO	4941	US	CA	SAN DIMAS	91773-9016	630 E FOOTHILL BLVD		9093943600	US	CA	SAN DIMAS	91773-9016	630 E FOOTHILL		US	CA	954676679			1-LAF	0	1231	8-K	20220331			20220401	2022-04-01 16:12:00.0	0	0	awr-20220330_htm.xml	1					
0001062993-22-009125	1288770	XTRA-GOLD RESOURCES CORP	1000	BS		NASSAU	00000	SHIRLEY STREET PLAZA, SUITE 2150	P.O BOX AP 59217	(416) 628-2881	BS		NASSAU	00000	SHIRLEY STREET PLAZA, SUITE 2150	P.O BOX AP 59217	VG		000000000			4-NON	0	1231	20-F	20211231	2021	FY	20220401	2022-03-31 18:18:00.0	0	1	form20f_htm.xml	1					
0001062993-22-009180	351834	SUNOPTA INC.	5150	US	MN	EDEN PRAIRIE	55344	7078 SHADY OAK ROAD		952-820-2518	US	MN	EDEN PRAIRIE	55344	7078 SHADY OAK ROAD		CA		000000000	SUNOPTA INC	20031107	1-LAF	0	1231	8-K	20220331			20220401	2022-04-01 13:17:00.0	0	0	form8k_htm.xml	1					
0001062993-22-009192	1041514	NET 1 UEPS TECHNOLOGIES INC	6099	ZA		ROSEBANK, JOHANNESBURG	00000	4TH FLOOR, PRESIDENT PLACE	CNR. JAN SMUTS & BOLTON	27 11 343 2000	ZA		ROSEBANK, JOHANNESBURG	00000	4TH FLOOR, PRESIDENT PLACE	CNR. JAN SMUTS & BOLTON			980171860			2-ACC	0	0630	8-K	20220331			20220401	2022-04-01 16:05:00.0	0	0	form8k_htm.xml	1					
0001070235-22-000048	1070235	BLACKBERRY LTD	7372	CA	ON	WATERLOO	N2K 0A7	2200 UNIVERSITY AVENUE EAST		5198887465	CA	ON	WATERLOO	N2K 0A7	2200 UNIVERSITY AVENUE EAST				000000000	RESEARCH IN MOTION LTD	19980911	1-LAF	1	0228	10-K	20220228	2021	FY	20220401	2022-04-01 17:16:00.0	0	1	bbry-20220228_htm.xml	1		13000000000.00	20210831		2
0001077771-22-000014	1077771	UMPQUA HOLDINGS CORP	6035	US	OR	PORTLAND	97204	ONE SW COLUMBIA STREET	SUITE 1200	503-727-4100	US	OR	PORTLAND	97204	ONE SW COLUMBIA STREET	SUITE 1200	US	OR	931261319			1-LAF	0	1231	8-K	20220331			20220401	2022-03-31 18:32:00.0	0	0	umpq-20220331_htm.xml	1					
0001079973-22-000387	1602078	NEMAURA MEDICAL INC.	3841	US	NY	MANHATTAN	10019	57 WEST 57TH STREET		44-1509-222-912	US	NY	MANHATTAN	10019	57 WEST 57TH STREET				465027260			4-NON	0	0331	8-K	20220331			20220401	2022-04-01 16:12:00.0	0	0	nmra_8k-040122_htm.xml	1					
0001084961-22-000038	1084961	ENCORE CAPITAL GROUP INC	6153	US	CA	SAN DIEGO	92108	350 CAMINO DE LA REINA	SUITE 100	877-445-4581	US	CA	SAN DIEGO	92108	350 CAMINO DE LA REINA	SUITE 100	US	DE	481090909	MCM CAPITAL GROUP INC	19990430	1-LAF	0	1231	8-K	20220331			20220401	2022-03-31 18:26:00.0	0	0	ecpg-20220329_htm.xml	1					
0001091883-22-000014	1091883	CIRCOR INTERNATIONAL INC	3490	US	MA	BURLINGTON	01803-4238	C/O CIRCOR INC	30 CORPORATE DR., SUITE 200	7812701200	US	MA	BURLINGTON	01803-4238	C/O CIRCOR INC	30 CORPORATE DR., SUITE 200	US	DE	043477276			2-ACC	0	1231	8-K	20220331			20220401	2022-04-01 07:59:00.0	0	0	cir-20220401_htm.xml	1					
0001104659-22-041204	1839412	QUALTEK SERVICES INC.	1623	US	CA	NEWPORT BEACH	92660	888 SAN CLEMENTE DRIVE, SUITE 400		949-887-0331	US	CA	NEWPORT BEACH	92660	888 SAN CLEMENTE DRIVE, SUITE 400		US	DE	000000000	ROTH CH ACQUISITION III CO	20210107	4-NON	0	1231	8-K	20220331			20220401	2022-03-31 18:11:00.0	1	0	tm2211113d1_8k_htm.xml	1					
0001104659-22-041222	1438423	EVERSPIN TECHNOLOGIES INC	3674	US	AZ	CHANDLER	85226	5670 W. CHANDLER BOULEVARD	SUITE 100	480-347-1111	US	AZ	CHANDLER	85226	5670 W. CHANDLER BOULEVARD	SUITE 100			262640654			4-NON	0	1231	8-K	20220331			20220401	2022-03-31 19:00:00.0	0	0	tm2210989d1_8k_htm.xml	1					
0001104659-22-041230	1830063	NORTH ATLANTIC ACQUISITION CORP	6770	KY		GEORGE TOWN GRAND CAYMAN	00000	121 SOUTH CHURCH STREET		35315676959	KY		GEORGE TOWN GRAND CAYMAN	00000	121 SOUTH CHURCH STREET		KY		000000000			4-NON	0	1231	8-K	20220331			20220401	2022-03-31 19:20:00.0	0	0	tm2211011d1_8k_htm.xml	1					
0001104659-22-041256	1735948	GREENBROOK TMS INC.	8090	CA	ON	TORONTO	M4W 3P4	890 YONGE STREET, 7TH FLOOR		416-322-9700	CA	ON	TORONTO	M4W 3P4	890 YONGE STREET, 7TH FLOOR		CA	ON	000000000			4-NON	0	1231	20-F	20211231	2021	FY	20220401	2022-03-31 20:05:00.0	0	1	gbnh-20211231x20f_htm.xml	1					
0001104659-22-041261	1718405	HYCROFT MINING HOLDING CORP	1040	US	NV	WINNEMUCCA	89445	4300 WATER CANYON ROAD	UNIT 1	7753040260	US	NV	WINNEMUCCA	89445	4300 WATER CANYON ROAD	UNIT 1	US	DE	822657796	MUDRICK CAPITAL ACQUISITION CORP	20171002	4-NON	0	1231	8-K	20220331			20220401	2022-03-31 20:13:00.0	0	0	tm2211158d1_8k_htm.xml	1					
0001104659-22-041318	1826333	POEMA GLOBAL HOLDINGS CORP.	6770	KY		GRAND CAYMAN	KY1-1104	C/O MAPLES CORPORATE SERVICES LIMITED	PO BOX 309, UGLAND HOUSE,	852-2508-7288	KY		GRAND CAYMAN	KY1-1104	C/O MAPLES CORPORATE SERVICES LIMITED	PO BOX 309, UGLAND HOUSE,	KY		000000000	POEMA GLOBAL HOLDINGS CORP.	20200928	4-NON	0	1231	8-K	20220331			20220401	2022-03-31 21:35:00.0	0	0	tm2211064d1_8k_htm.xml	1					
0001104659-22-041326	1805087	GELESIS HOLDINGS, INC.	2834	US	MA	BOSTON	02116	501 BOYLSTON STREET, SUITE 6102		857-327-7737	US	MA	BOSTON	02116	501 BOYLSTON STREET, SUITE 6102		US	DE	844730610	CAPSTAR SPECIAL PURPOSE ACQUISITION CORP.	20200227	4-NON	0	1231	10-K	20211231	2021	FY	20220401	2022-03-31 21:44:00.0	0	1	gls-20211231x10k_htm.xml	1		270194493.00	20210630		1
0001104659-22-041342	1784535	PORCH GROUP, INC.	7372	US	WA	SEATTLE	98134	2200 1ST AVENUE S.		(206) 947-2472	US	WA	SEATTLE	98134	2200 1ST AVENUE S.		US	DE	900781625	PROPTECH ACQUISITION CORP	20190805	1-LAF	0	1231	8-K	20220331			20220401	2022-03-31 21:56:00.0	0	0	tm2210933d1_8k_htm.xml	1					
0001104659-22-041344	1668010	DIGITAL BRANDS GROUP, INC.	5600	US	CA	VERNON	90058	4700 S. BOYLE AVE		(720)937-9286	US	CA	VERNON	90058	4700 S. BOYLE AVE		US	DE	461942864	DENIM LA, INC.	20160225	4-NON	0	1231	8-K	20220331			20220401	2022-03-31 21:58:00.0	0	0	tm2211198d1_8k_htm.xml	1					
0001104659-22-041354	1774675	SKILLSOFT CORP.	7372	US	NY	NEW YORK	10019	640 FIFTH AVENUE, 12TH FL		(212) 380-7500	US	NY	NEW YORK	10019	640 FIFTH AVENUE, 12TH FL		US	DE	834388331	CHURCHILL CAPITAL CORP II	20190502	4-NON	0	0131	8-K	20220331			20220401	2022-04-01 06:02:00.0	0	0	tm2211217d1_8k_htm.xml	1					
0001104659-22-041366	1568162	NECESSITY RETAIL REIT, INC.	6798	US	NY	NEW YORK	10019	650 FIFTH AVE	30TH FLOOR	212-415-6500	US	NY	NEW YORK	10019	650 FIFTH AVE	30TH FLOOR	US	MD	900929989	AMERICAN FINANCE TRUST, INC	20150623	1-LAF	0	1231	8-K	20220331			20220401	2022-04-01 06:07:00.0	1	0	tm2210093d1_8k_htm.xml	1					
0001104659-22-041374	1526113	GLOBAL NET LEASE, INC.	6798	US	NY	NEW YORK	10019	650 FIFTH AVE	30TH FLOOR	212-415-6500	US	NY	NEW YORK	10019	650 FIFTH AVE	30TH FLOOR			452771978	AMERICAN REALTY CAPITAL GLOBAL TRUST, INC.	20120810	1-LAF	0	1231	8-K	20220331			20220401	2022-04-01 06:14:00.0	0	0	tm2210090d1_8k_htm.xml	1					
0001104659-22-041375	1082554	UNITED THERAPEUTICS CORP	2834	US	MD	SILVER SPRING	20910	1040 SPRING ST		3016089292	US	MD	SILVER SPRING	20910	1040 SPRING ST		US	DE	521984749	UNITED THERAPEUTICS CORP	19990324	1-LAF	0	1231	8-K	20220331			20220401	2022-04-01 06:14:00.0	0	0	tm2211000d1_8k_htm.xml	1					
0001104659-22-041380	1595527	NEW YORK CITY REIT, INC.	6798	US	NY	NEW YORK	10019	650 FIFTH AVE	30TH FLOOR	2124156500	US	NY	NEW YORK	10019	650 FIFTH AVE	30TH FLOOR	US	MD	464380248	AMERICAN REALTY CAPITAL NEW YORK CITY REIT, INC.	20140226	4-NON	0	1231	8-K	20220331			20220401	2022-04-01 06:17:00.0	0	0	tm2210082d1_8k_htm.xml	1					
0001104659-22-041453	1109357	EXELON CORP	4931	US	IL	CHICAGO	60680-5398	PO BOX 805398		3123947399	US	IL	CHICAGO	60680-5398	PO BOX 805398		US	PA	232990190	EXELON CORP	20180928	1-LAF	0	1231	8-K	20220331			20220401	2022-04-01 07:21:00.0	0	0	tm2211134d1_8k_htm.xml	1					
0001104659-22-041474	1844862	SOLID POWER, INC.	3690	US	CO	LOUISVILLE	80027	486 S. PIERCE AVE., SUITE E		(303) 219-0720	US	CO	LOUISVILLE	80027	486 S. PIERCE AVE., SUITE E		US	DE	861888095	DECARBONIZATION PLUS ACQUISITION CORP III	20210208	4-NON	0	1231	POS AM	20211231			20220401	2022-04-01 08:11:00.0	0	1	dcrc-20220401xs1_htm.xml	1					
0001104659-22-041486	1839412	QUALTEK SERVICES INC.	1623	US	CA	NEWPORT BEACH	92660	888 SAN CLEMENTE DRIVE, SUITE 400		949-887-0331	US	CA	NEWPORT BEACH	92660	888 SAN CLEMENTE DRIVE, SUITE 400		US	DE	000000000	ROTH CH ACQUISITION III CO	20210107	4-NON	0	1231	8-K	20220331			20220401	2022-04-01 08:31:00.0	1	0	tm2211199d1_8k_htm.xml	1					
0001104659-22-041492	1614067	ARIDIS PHARMACEUTICALS, INC.	2834	US	CA	LOS GATOS	95032	983 UNIVERSITY AVENUE, BLDG. B		(408) 385-1742	US	CA	LOS GATOS	95032	983 UNIVERSITY AVENUE, BLDG. B		US	DE	320074500			4-NON	0	1231	8-K	20220331			20220401	2022-04-01 08:50:00.0	0	0	tm2211209d1_8k_htm.xml	1					
0001104659-22-041497	1839412	QUALTEK SERVICES INC.	1623	US	CA	NEWPORT BEACH	92660	888 SAN CLEMENTE DRIVE, SUITE 400		949-887-0331	US	CA	NEWPORT BEACH	92660	888 SAN CLEMENTE DRIVE, SUITE 400		US	DE	000000000	ROTH CH ACQUISITION III CO	20210107	4-NON	0	1231	8-K/A	20220131			20220401	2022-04-01 08:59:00.0	0	0	tm2210901d1_8ka_htm.xml	1					
0001104659-22-041500	906465	QCR HOLDINGS INC	6022	US	IL	MOLINE	61265	3551 7TH STREET		3097363580	US	IL	MOLINE	61265	3551 7TH STREET		US	DE	421397595	QUAD CITY HOLDINGS INC	19930805	1-LAF	0	1231	8-K	20220331			20220401	2022-04-01 09:01:00.0	0	0	tm2210858d1_8k_htm.xml	1					
0001104659-22-041502	1013871	NRG ENERGY, INC.	4911	US	TX	HOUSTON	77002	910 LOUISIANA STREET		713-537-3000	US	TX	HOUSTON	77002	910 LOUISIANA STREET		US	DE	411724239	NRG ENERGY INC	19960509	1-LAF	0	1231	8-K	20220331			20220401	2022-04-01 09:05:00.0	0	0	tm2210959d1_8k_htm.xml	1					
0001104659-22-041504	1722964	Y-MABS THERAPEUTICS, INC.	2834	US	NY	NEW YORK	10169	230 PARK AVENUE	SUITE 3350	212-847-9841	US	NY	NEW YORK	10169	230 PARK AVENUE	SUITE 3350	US	DE	474619612			1-LAF	0	1231	8-K	20220331			20220401	2022-04-01 09:10:00.0	0	0	tm2211245d1_8k_htm.xml	1					
0001104659-22-041506	1046203	GUARANTY FEDERAL BANCSHARES INC	6022	US	MO	SPRINGFIELD	65807	1341 WEST BATTLEFIELD		4175204333	US	MO	SPRINGFIELD	65807	1341 WEST BATTLEFIELD		US	DE	431792717			4-NON	0	1231	8-K	20220331			20220401	2022-04-01 09:16:00.0	0	0	tm229720d3_8k_htm.xml	1					
0001104659-22-041542	946563	RETRACTABLE TECHNOLOGIES INC	3841	US	TX	LITTLE ELM	75068-0009	511 LOBO LANE		9722941010	US	TX	LITTLE ELM	75068-0009	511 LOBO LANE		US	TX	752599762			4-NON	0	1231	8-K	20220331			20220401	2022-04-01 10:15:00.0	0	0	tm2210971d1_8k_htm.xml	1					
0001104659-22-041575	1526243	PERPETUA RESOURCES CORP.	1040	US	ID	BOISE	83702	405 S. 8TH STREET		208-901-3060	US	ID	BOISE	83702	405 S. 8TH STREET		CA	BC	000000000	MIDAS GOLD CORP.	20110720	4-NON	0	1231	8-K	20220331			20220401	2022-04-01 11:33:00.0	0	0	tm2210966d5_8k_htm.xml	1					
0001104659-22-041583	1002910	AMEREN CORP	4931	US	MO	ST LOUIS	63166-6149	1901 CHOUTEAU AVE	MC 1310	314-621-3222	US	MO	ST LOUIS	63103	1901 CHOUTEAU AVE	MC 1310	US	MO	431723446			1-LAF	0	1231	8-K	20220331			20220401	2022-04-01 12:08:00.0	0	0	tm2211008d1_8k_htm.xml	2	100826				
