dimhash	segments	segt
0xcd2bc4dea913c44962db896245d4e4f7	AssetsSoldUnderAgreementsToRepurchaseMaturityPeriods=MoreThanFiveYears;LongtermDebtType=DebtSeven;	0
0xb79606788507369c0e120d24adefdbdd	DebtInstrument=FourPointSixTwoFivePercentSeniorNotes;LongtermDebtType=SeniorNotes;	0
0x60bd27e7f161075b1219b4b34b940a76	ProductOrService=SearchAndNewsAdvertising;	0
0xbafdbf58bcbf5f70e48ae0538cbf1649	Geographical=International;	0
0x97be83df3ab64d45ca3ac5a42cede7c3	ConcentrationRiskByBenchmark=TradePayable;ConcentrationRiskByType=SupplierConcentrationRisk;ShareBasedGoodsAndNonemployeeServicesTransactionBySupplier=SupplierTwo;	0
0xef1e751a5565d4d2f47bfa8c0a3f78e8	SaleOfStocksNameOfTransaction=LongTermIncentivePlan;	0
0x90094e745cd775eede9d10e1a1f2cf4e	BalanceSheetLocation=Receivables;DerivativeInstrumentRisk=CommodityContract;HedgingDesignation=Nondesignated;	0
0xf825155c393a06aacc7d6cf8b3d94201	DebtInstrument=ZeroPointFiveZeroPercentNotesDueTwoThousandThirtyOne;	0
0x8fe9947a0857682a89d62f12ee626a9a	BusinessSegments=GroomingSegment;	0
0x14546843d71eb366f9219f92ad05abdc	DebtInstrument=FirstPositionNote;LegalEntity=TrilosaInvestmentsLLC;	0
0xae4e5783670dd62d24225dc9927a18fa	ShortTermDebtType=NotesPayableToBanks;	0
0x133ebf51defce3058a2226bee03d45c8	ShortTermDebtType=ConvertibleDebt3;	0
0x6ffefecd165f21de5faa45352614d460	DebtInstrument=FixedRateSeniorNotes390DueMarch2030;	0
0x5e997bf878cbc53f038206ea28d44e5a	RelatedPartyTransaction=CThreeLabsInc;	0
0x3acb421de42fe95934c034b8fea2af1e	Scenario=OverOneYear;	0
0x65965976234caf0cd734b248abf3dbc0	ContinuingAndDiscontinuedOperations=DiscontinuedOperations;	0
0x8945eb3892269b830194b627925fa2f9	Geographical=CA;GuaranteeObligationsByNature=Beatrice;Range=Maximum;	0
0x6aa3814b232b2bcb5e40a4590584a313	FinancingReceivableRecordedInvestmentByClassOfFinancingReceivable=ProcurementPartners;OtherCommitments=CompanysDiscretion;	0
0xc2dd955d0394daf28a18f396e9dac1b3	Currency=OtherCurrency;DerivativeInstrumentRisk=ForeignExchangeContract;DerivativeInstrumentsGainLossByHedgingRelationship=CashFlowHedging;HedgingDesignation=DesignatedAsHedgingInstrument;OptionIndexedToIssuersEquityEquity=PutOption;	0
0x5c686d3794b57199d9dcd41eb0c91d2d	ClassOfWarrantOrRight=ExercisePriceOne;	0
0x9032a5f5ee086902c9c14a046469ba4c	FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;FinancialInstrument=LimitedPartnerships;	0
0x8cd42384b64969848fe3db80ab86dbea	BusinessSegments=LifecycleServicesSegment;Geographical=EMEA;	0
0x5eb3167b2ad47ef6f1a338cfbed605f6	ProductOrService=TelevisionCostAmortization;	0
0x243c17c3b53ef60beeb72d16d444534d	DebtInstrument=PromissoryNotes;	0
0xb7ed224a859b11d31eb954b834ac5680	ClassesOfIntangibleAssetsAndGoodwill=ComputerSoftware;	0
0x94c86bd410e15f7a94cf76f76c137571	ExtinguishmentOfDebt=LongTermDebt;	0
0x2694b2f7fecb8f7b08673cf0ac8dddf5	ConsolidatedEntities=Subsidiaries;DebtInstrument=SeniorNotes5.25Percent;DebtInstrumentRedemptionPeriod=IntheEventOfChangeOfControl;LongtermDebtType=SeniorNotes;	0
0x99ecfa87fdebb7778a59c9413d3cdccf	BusinessSegments=EnergyGenerationAndStorageSegment;	0
0x4efbf6511044151718675f1d3481ac59	DebtInstrument=ConvertiblePromissoryNotesThree;	0
0x37ef35da825a47589a76332f2cb81106	AccountsNotesLoansAndFinancingReceivablesByBillingStatusType=UnbilledRevenues;Range=Maximum;	0
0x8a4c857562c8bd3856e90292828a6c2f	FiniteLivedIntangibleAssetsByMajorClass=MemoryMDTradeName;TypesOfAgreement=MergerAgreement;	0
0xf9a221d5f3cb2bc60845e0dddfe030eb	AwardDate=NovemberThirtyTwoThousandTwentyTwo;ScheduleOfEquityMethodInvestmentEquityMethodInvesteeName=SSHOLDINGSLLC;	0
0x2769ce14aed5c9aef9c649639b9611e6	MortgageLoansOnRealEstateDescriptionTypeOfProperty=RetailSite;RealEstateAndAccumulatedDepreciationDescriptionOfProperty=RidgefieldCT470Main;	0
0x8552c923d9a827a0e8c935e789ca63f6	EquityComponents=September2022Warrant;FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;	0
0x43dfde9884361f0097c8e40980045136	DerivativeInstrumentRisk=ForeignExchangeForward;HedgingDesignation=DesignatedAsHedgingInstrument;IncomeStatementLocation=CostOfSales;	0
0x833e24880bcef950ab18f816af1696ea	DerivativeInstrumentRisk=ForeignExchangeOption;Range=Maximum;	0
0x24509173291978a7a483f9ba266d75b2	RestructuringCostAndReserve=FacilityClosing;RestructuringPlan=Fiscal2022;	0
0x9308281dd793f152659565ec2f3707c5	Geographical=DiverseSetOfGeographicRegions;	0
0xe02055908fb0963c150592b15aec7ae6	MortgageLoansOnRealEstateDescriptionTypeOfProperty=RetailSite;RealEstateAndAccumulatedDepreciationDescriptionOfProperty=DanburyCt2;	0
0xc10cb26e7084de7e4d475591bf908889	RelatedPartyTransactionsByRelatedParty=Frictionless;	0
0x0deab37b7d0c2bec1785b3172945f6ba	DefinedBenefitPlanByPlanAssetCategories=USGovernmentSponsoredEnterprisesDebtSecurities;FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;	0
0x7be7041f41ba944c1098603281acb949	DerivativeInstrumentRisk=ForeignExchangeContract;HedgingDesignation=Nondesignated;OptionIndexedToIssuersEquityEquity=PutOption;	0
0x6466f10fd51ae179d236e02ff260e66f	RelatedPartyTransactionsByRelatedParty=InvestmentFund;	0
0x361baaf8df764f5bd6dd99d7a63e9ce9	InvestmentCompanyNonconsolidatedSubsidiary=I45SLFLLC;InvestmentIdentifier=AAC New Holdco Inc., Shares Common Stock;	0
0xb27834d4c97bf8d5821d53227fde2155	ConcentrationRiskByType=CustomerConcentrationRisk;MajorCustomers=CustomerD;	0
0x21a848e06119c4a4cf63abc75387c6c9	BusinessSegments=ReservoirPerformance;	0
0x5c3322498bcee3b70f1f1bba1f89cc4e	MortgageLoansOnRealEstateDescriptionTypeOfProperty=GlenRockNj;	0
0x0ca1990aeb227ac9b62e8742d6e7db6c	CreditFacility=MediumTermNotes;LongtermDebtType=LineOfCredit;	0
0x09b2f5abb5cd200de77e9499228802eb	LegalEntity=WuhanBaijiaCloudTechnologyCo.Ltd;SubsequentEventType=SubsequentEvent;	0
0x9ac80c11d5a9566cfb3a2e455eb72f30	PlanName=ConsultingAgreementFebruarySevenTwoThousandTwentyTwo;	0
0x9d3e0d09b506cfbb22810179efcd2bc5	BusinessAcquisition=TerminalAcquisition;	0
0x9ea20475921a92222cd31cf64f11e2bc	ConsolidatedEntities=ConsolidatedInvestmentProducts;FairValueByAssetClass=LoansReceivable;FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;	0
0x4b6059294991c8d129aeb9eac2ecaf81	CreditFacility=DelayedDrawTermLoan;VariableRate=LondonInterbankOfferedRateLIBOR;	0
0x0bd99b4600f5b4ff4f665d65eea1dabd	BusinessSegments=WaterAndWastewaterResourceDevelopmentSegment;ConcentrationRiskByBenchmark=SalesRevenueSegment;ConcentrationRiskByType=CustomerConcentrationRisk;MajorCustomers=OilAndGasOperator;	0
0x37fe758fd9de41e1f2c06bba38273aaa	DebtInstrument=TwoPointZeroPercentNotesDueTwoThousandThirtyTwo;	0
0x030b8cad2c2cc64a6fef7843c7401496	ClassOfStock=SeriesB2ConvertiblePreferredStock;Range=Minimum;SubsidiarySaleOfStock=RegisteredDirectOffering;	0
0xc6b903c2bfab041a81893069e422ebd2	Range=Minimum;TypeOfArrangement=TechnologyLicenseAgreements;	0
0x4cc39a0438032c55761a00fe81da7327	ClassOfStock=CommonClassA;LegalEntity=CartesianGrowthCorp;ScheduleOfSharesSubjectToMandatoryRedemptionBySettlementTerms=SubjectToPossibleRedemption;	0
0x09413c8535f06fa6e2920854507f421b	LongtermDebtType=SecondAmendedAndRestatedCreditAgreement;	0
0xa0f835c69d2115d529fe1aa84c96dd7b	IncomeTaxAuthority=CA;	0
0x2560e41403f0037ed525b8d3121c5644	ClassOfWarrantOrRight=SeriesDWarrants;ValuationTechnique=BlackScholesModel;	0
0xa42bc1ee016e4900ba36ff53199db60d	RelatedPartyTransactionsByRelatedParty=SuChingPung;	0
0xd6cc6c2e123a5421606870b5339d8ba6	InvestmentIdentifier=ACCELERATION, LLC, Delayed Draw Term Loan;	0
0x6031c44a9f353c131caca571c23c1020	ClassOfStock=CommonStockExcludingClassACommonStock;ShareRepurchaseProgram=CurrentShareRepurchaseProgram;	0
0x3b0e3c9ad3336ea8692a7d519b1d8288	EquitySecuritiesByIndustry=CommoditiesMiningSector;	0
0x432cbd32f56d935b37b365d6e0d1f70f	CategoriesOfRelatedParties=AssociatesAndJvs;RelatedPartyTransaction=ExpensesReceivable;RelatedPartyTransactionsByRelatedParty=AlvariumInvestmentsNzLimited;TypeOfTransaction=OwedBy;	0
0x22cf7d2a8b535e5064d37f4802a4a702	DefinedBenefitPlanByPlanAssetCategories=AssetBackedSecurities;FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;	0
0x0cbf0f9e5cb61a6945f0229ef9882bd3	AccountsNotesLoansAndFinancingReceivableByReceivableType=IGHNote;NatureOfExpense=DueAndPayableOnOrBeforeJune212021;	0
0x0733dc5b944c42793df02dd775805620	SignificantInvestmentsInSubsidiaries=CombustiblesLquidosDeColombiaS.aE.s.p.;	0
0xcce742e3ad06e06c79bd03173a6eb528	LegalEntity=Berkadia;	0
0x9e0731b5468132f6d308dc7f6e6903ad	Dividends=CashDividend;	0
0x2906f12cfe7ea8a203995d06b495654b	PlanName=TwoZeroZeroEightStockOptionAndIncentivePlan;	0
0x6c9205220531e1b30a5166aa8110beec	ClassOfWarrantOrRight=ClassBWarrants;	0
0x8b508d4849843de504db7d338f8fdeab	DebtInstrument=LongTermConvertibleNoteApril22021Note;Range=Maximum;	0
0x7eaf5d5535f03db5cd98791664b3caad	ShareRepurchaseProgram=ShareBuybackProgramOctober2019;	0
0xece3301290de2b029b20d8c77e1d003a	RelatedPartyTransactionsByRelatedParty=GPM;	0
0x80752704ef023dbbde4c8d8bf64a4f9a	MortgageLoansOnRealEstateDescriptionTypeOfProperty=FourFiveZeroFiveOrchardAvenue;	0
0xf790ff2d2d53dc8f36991e1610e74c77	RelatedPartyTransactionsByRelatedParty=Aemg;	0
0x208d7f4682bde05378a2b2ffcc4d543d	ClassOfStock=RedeemableWarrantsEachWholeWarrantExercisableForOneClassAOrdinaryShareEachAtAnExercisePriceOf1150PerShare;	0
0x3a1efdb9ad1c231d56907a61de8ad169	LegalEntity=SproutFoodsInc;LongtermDebtType=SecuredPromissoryNoteAgreement;SubsequentEventType=SubsequentEvent;	0
0x5a5cba51ee9718d6fe3f189108543493	IncomeTaxAuthority=PeoplesRepublicofChina;Range=Maximum;Scenario=TwentyFivePercentToTheTaxableIncome;	0
0x557638381f11bc037de4d9afbd9b83db	Ownership=MichiganRE1Inc;	0
0xe6540a6a6d0fdf53ef9ef12d3cc516f5	BusinessAcquisition=DrillingTechnologyCompaniesAcquisitions;	0
0x85548f924716a10610331e37727b00c2	GeographicalAreas=CA;Segments=RetailSegment;	0
0xdc2f3925fb6f23a85ab5b011ca659d42	LegalEntity=IGamingArgyll;	0
0xca3e183d315e03e825a3cda0ea069790	RelatedPartyTransaction=TomZapatinas;	0
